"Season","Team","IP","BABIP","ERA","FIP","WAR","TBF","R","ER","H","HR","BB","HBP","SO","WPA","AVG","FIP-","RA9-WAR"
"1912","Red Sox","1362.0",".281","2.76","2.82","18.1","","544","417","1243","18","385","35","712","",".245","92","27.6"
"1871","White Stockings","251.0",".306","2.76","4.05","2.7","","241","77","308","6","28","","22","",".303","95","5.4"
"1891","Beaneaters","1241.2",".283","2.76","3.25","17.6","","658","381","1223","51","364","17","525","",".259","90","25.2"
"1916","Pirates","1419.2",".264","2.76","2.71","11.8","5846","586","436","1277","24","443","36","596","",".238","104","8.2"
"1917","Braves","1424.2",".268","2.77","2.45","14.0","5824","558","438","1309","19","371","32","593","",".241","99","10.9"
"1903","Browns","1222.1",".289","2.77","2.78","10.6","","525","376","1220","26","237","37","511","",".261","101","14.2"
"1904","Tigers","1430.0",".277","2.77","2.69","8.0","","627","440","1345","16","433","70","556","",".250","113","7.2"
"1873","Whites","481.0",".320","2.77","3.17","5.5","","396","148","627","3","44","","28","",".316","96","9.9"
"1903","Cubs","1240.1",".277","2.77","3.03","12.7","","598","382","1182","14","354","37","451","",".253","97","17.6"
"1916","Yankees","1428.0",".272","2.77","2.89","12.6","5640","561","440","1249","37","476","47","616","",".244","103","15.9"
"1914","Athletics","1404.0",".278","2.78","2.69","14.2","","529","433","1264","18","521","28","720","",".242","98","18.0"
"1883","White Stockings","862.0",".302","2.78","3.31","10.1","","540","266","942","21","123","","299","",".279","100","12.3"
"1906","Highlanders","1357.2",".274","2.78","2.45","18.1","","544","419","1236","21","351","45","605","",".244","92","18.8"
"1917","Robins","1421.1",".263","2.78","2.68","12.3","5843","566","439","1288","32","405","43","582","",".239","103","12.8"
"1954","Indians","1419.1",".246","2.78","3.32","19.9","5866","504","439","1220","89","486","16","678","",".227","91","30.2"
"1972","Dodgers","1403.0",".253","2.78","2.94","17.5","5795","527","434","1196","83","429","34","856","",".224","94","19.6"
"1890","Reds","1190.2",".269","2.79","3.62","13.9","","633","369","1097","41","407","0","488","",".246","96","22.7"
"1882","Alleghenys","696.2",".287","2.79","2.47","9.1","","418","216","694","4","82","","252","",".261","88","7.3"
"1968","Yankees","1467.1",".260","2.79","3.06","13.0","6032","531","455","1308","99","424","30","831","",".234","102","15.1"
"1915","Rebels","1382.1",".268","2.79","2.97","11.4","","524","429","1273","37","441","31","517","",".246","104","21.0"
"1908","Doves","1404.2",".258","2.79","2.68","10.5","","627","436","1262","29","423","57","416","",".242","109","3.4"
"1879","Trojans","695.0",".321","2.80","2.58","6.6","","543","216","840","13","47","","210","",".300","104","-4.1"
"1882","Red Caps","749.0",".293","2.80","2.31","9.8","","414","233","738","10","77","","352","",".259","86","8.5"
"1920","Giants","1408.2",".266","2.80","3.29","12.2","5762","543","439","1379","44","297","19","380","",".253","102","19.9"
"1918","Robins","1131.2",".260","2.81","2.71","11.8","4612","459","353","1024","22","320","28","395","",".240","99","11.6"
"1965","Dodgers","1476.0",".252","2.81","3.10","15.6","6018","521","461","1223","127","425","33","1079","",".220","99","25.9"
"1905","Phillies","1398.2",".272","2.81","2.86","10.6","","603","437","1303","21","411","66","516","",".248","105","16.4"
"1875","Westerns","112.0",".265","2.81","2.57","1.3","","88","35","110","0","14","","10","",".258","99","0.3"
"1972","Pirates","1414.1",".268","2.81","3.02","18.2","5845","512","442","1282","90","433","29","838","",".238","94","23.6"
"1914","Yankees","1397.1",".270","2.81","2.75","14.6","","550","437","1277","30","390","32","563","",".245","98","16.9"
"1914","Robins","1368.1",".277","2.82","2.92","13.7","","612","428","1282","36","466","40","605","",".249","99","11.6"
"1942","Reds","1411.2",".248","2.82","3.14","17.4","5906","545","442","1213","47","526","20","616","",".226","94","19.6"
"1902","Giants","1226.1",".285","2.82","2.83","10.7","","589","384","1193","16","332","54","501","",".256","102","6.6"
"1919","Yankees","1287.0",".259","2.82","3.28","11.2","5255","512","403","1143","47","433","37","500","",".239","102","20.8"
"1915","Packers","1359.0",".263","2.82","2.77","13.8","","551","426","1210","29","390","35","526","",".240","99","15.7"
"1910","Tigers","1380.1",".267","2.82","2.87","8.8","","582","433","1257","34","460","67","532","",".244","112","13.4"
"1886","Alleghenys","1226.0",".276","2.83","3.10","11.1","","647","385","1130","10","299","34","515","",".246","99","21.3"
"1904","Browns","1410.0",".278","2.83","2.54","8.5","","604","443","1335","25","333","62","577","",".251","110","6.4"
"1898","Orphans","1342.2",".279","2.83","3.26","15.1","","679","422","1357","17","364","82","323","",".264","96","21.7"
"1905","Tigers","1348.0",".274","2.83","2.83","9.5","","608","424","1226","11","474","51","578","",".244","108","7.7"
"1910","Pirates","1376.0",".266","2.83","2.67","15.1","","576","433","1254","20","392","57","479","",".244","95","16.8"
"1969","Orioles","1473.2",".243","2.83","3.38","20.5","5972","517","464","1194","117","498","22","897","",".219","91","30.8"
"1911","Pirates","1380.1",".270","2.84","3.04","19.4","","561","435","1249","36","375","39","605","",".243","89","25.9"
"1881","Bisons","742.1",".314","2.84","2.71","8.1","","447","234","881","9","89","","185","",".296","96","5.6"
"1905","Americans","1356.1",".269","2.84","2.52","17.1","","564","428","1198","33","292","44","652","",".239","94","14.7"
"1915","Reds","1432.1",".269","2.84","2.90","10.9","","585","452","1304","28","497","46","572","",".244","106","14.3"
"1942","Dodgers","1398.2",".246","2.84","3.35","16.3","5814","512","442","1205","73","493","33","612","",".228","95","25.2"
"1905","Naps","1363.1",".272","2.85","2.66","10.8","","587","431","1251","23","334","64","555","",".246","105","9.3"
"1914","Browns","1410.2",".273","2.85","2.98","6.7","","614","446","1309","20","540","49","553","",".248","112","7.1"
"1912","Pirates","1385.0",".277","2.85","3.23","15.0","","565","439","1268","28","497","45","664","",".245","97","27.8"
"1963","Dodgers","1469.2",".274","2.85","2.86","17.7","6083","550","466","1329","111","402","33","1095","",".235","95","18.6"
"1886","Wolverines","1103.2",".279","2.85","3.00","14.6","","538","350","995","20","270","0","592","",".242","90","23.1"
"1914","Tigers","1412.0",".271","2.86","2.85","12.0","","618","448","1285","17","498","65","567","",".244","103","10.0"
"1972","Twins","1399.1",".250","2.86","3.21","15.2","5750","535","444","1188","105","444","37","838","",".225","98","15.9"
"1892","Beaneaters","1336.0",".255","2.86","3.20","16.8","","649","424","1156","41","460","10","509","",".235","94","27.6"
"1915","Tigers","1413.1",".266","2.86","2.80","16.2","","597","449","1259","14","492","57","550","",".240","96","18.0"
"1905","Pirates","1382.2",".271","2.86","2.74","15.6","","569","440","1270","12","389","59","512","",".246","96","21.6"
"1886","Giants","1062.0",".295","2.86","3.07","11.1","","558","338","1029","23","280","0","588","",".256","96","15.9"
"1915","Cardinals","1400.2",".274","2.87","2.78","12.4","","601","446","1320","30","402","36","538","",".250","102","9.1"
"1901","Phillies","1246.1",".284","2.87","2.98","14.6","","543","397","1221","19","259","50","480","",".258","94","22.6"
"1905","Senators","1362.1",".273","2.87","2.69","9.7","","623","434","1250","12","385","63","539","",".245","107","4.2"
"1883","Athletics","873.0",".298","2.88","3.12","12.0","","547","279","921","22","95","","347","",".272","91","10.7"
"1885","Wolverines","954.1",".300","2.88","2.83","11.4","","582","305","966","18","224","0","475","",".264","94","4.9"
"1909","Browns","1354.2",".284","2.88","2.30","12.4","","578","433","1287","16","383","39","620","",".252","102","7.0"
"1919","Pirates","1249.0",".252","2.88","2.82","15.5","5030","466","400","1113","23","263","36","391","",".235","94","18.0"
"1910","Naps","1467.0",".282","2.88","2.57","13.7","","654","470","1392","10","488","64","617","",".252","102","8.6"
"1891","Pirates","1197.2",".278","2.89","3.44","10.8","","744","384","1160","31","465","12","446","",".256","100","9.9"
"1920","Pirates","1415.1",".272","2.89","3.00","19.7","5796","552","454","1389","25","280","27","444","",".253","90","22.0"
"1904","Pirates","1348.1",".273","2.89","2.71","13.8","","587","433","1273","13","379","53","455","",".251","99","15.9"
"1968","Twins","1433.1",".259","2.89","2.78","23.1","5909","546","461","1224","92","414","42","996","",".224","85","15.8"
"1981","Yankees","948.0",".263","2.90","3.14","15.6","3872","343","305","827","64","287","10","606","4.51",".231","86","18.2"
"1911","Cubs","1411.0",".268","2.90","3.30","14.3","","607","454","1270","26","525","47","582","",".242","98","21.5"
"1920","Reds","1391.2",".268","2.90","3.29","10.9","5742","569","448","1327","26","393","34","435","",".250","104","15.7"
"1898","Orioles","1323.0",".269","2.90","3.20","16.9","","623","426","1236","17","400","61","422","",".249","92","27.2"
"1913","Pirates","1400.0",".282","2.90","2.88","13.7","","585","451","1344","26","434","29","590","",".254","98","17.2"
"1918","Braves","1117.1",".277","2.90","2.59","10.5","4611","469","360","1111","14","277","25","340","",".258","100","6.7"
"1901","Beaneaters","1263.0",".280","2.90","3.17","15.8","","556","407","1196","29","349","38","558","",".251","95","24.5"
"1883","Metropolitans","874.0",".271","2.90","2.76","14.6","","405","282","749","12","123","","480","",".233","82","24.5"
"1916","Indians","1410.0",".292","2.90","2.76","17.6","5739","602","455","1383","16","467","33","537","",".264","93","13.2"
"1942","Yankees","1375.0",".259","2.91","3.25","17.3","5667","507","444","1259","71","431","17","558","",".241","95","29.4"
"1988","Mets","1439.0",".276","2.91","2.86","25.6","5877","532","465","1253","78","404","35","1100","5.57",".230","83","22.0"
"1964","Angels","1450.2",".266","2.91","3.37","17.7","6062","551","469","1273","100","530","50","965","",".232","94","23.1"
"1903","Pirates","1251.1",".282","2.91","3.04","14.3","","625","405","1215","9","384","44","454","",".256","96","18.1"
"1882","Brown Stockings","688.1",".296","2.92","2.69","8.3","","496","223","729","7","103","","225","",".273","94","-0.4"
"1968","Braves","1474.2",".265","2.92","2.77","16.1","6021","549","478","1326","87","362","33","871","",".236","97","16.3"
"1967","Giants","1474.1",".261","2.92","3.17","17.2","6072","551","478","1283","113","453","27","990","",".229","97","24.4"
"1885","Alleghenys","1011.0",".274","2.92","2.76","8.7","","539","328","918","14","201","36","454","",".244","101","14.7"
"1975","Dodgers","1469.1",".245","2.92","3.26","20.6","6015","534","477","1215","104","448","28","894","2.31",".219","91","27.3"
"1884","Bisons","1001.0",".303","2.92","3.37","12.3","","625","325","1041","46","189","0","534","",".269","96","14.4"
"1945","Senators","1412.2",".258","2.92","3.11","17.5","5943","562","459","1307","42","440","15","550","",".238","94","17.7"
"1943","Yankees","1415.1",".252","2.93","3.10","18.8","5848","542","460","1229","60","489","13","653","",".230","93","22.0"
"1905","Highlanders","1353.2",".276","2.93","2.70","16.3","","622","440","1235","26","396","44","642","",".244","96","10.3"
"1933","Cubs","1362.0",".266","2.93","3.54","12.4","5737","536","443","1316","51","413","30","488","",".249","102","20.1"
"1919","Indians","1245.0",".289","2.93","2.94","17.6","5075","539","405","1242","19","362","33","432","",".265","90","17.0"
"1892","Phillies","1379.0",".273","2.93","3.10","15.2","","690","449","1297","24","492","13","502","",".250","96","23.3"
"1890","Beaneaters","1187.0",".280","2.93","3.31","20.3","","593","387","1132","27","354","12","506","",".253","84","29.4"
"2015","Cardinals","1464.2",".297","2.94","3.48","20.6","6134","525","478","1359","123","477","45","1329","19.45",".242","91","28.6"
"1876","Mutuals","530.0",".328","2.94","2.43","3.4","","412","173","718","8","24","","37","",".325","108","-2.8"
"1914","Reds","1387.1",".271","2.94","2.90","12.6","","653","453","1259","30","489","48","607","",".243","101","6.5"
"1969","Cardinals","1460.1",".269","2.94","3.13","22.0","6073","540","477","1289","99","511","31","1004","",".233","91","30.4"
"1883","Gothams","866.0",".295","2.94","3.38","6.1","","577","283","907","19","170","","323","",".271","109","6.3"
"1913","Red Sox","1358.1",".297","2.94","2.54","18.5","","609","444","1323","6","442","31","710","",".257","88","10.6"
"1968","Athletics","1455.2",".252","2.94","3.23","9.8","6009","544","476","1220","124","505","31","997","",".223","107","12.6"
"1976","Mets","1449.0",".265","2.94","3.00","23.4","5908","538","474","1248","97","419","23","1025","1.94",".228","88","24.0"
"1914","Giants","1390.2",".271","2.94","2.86","11.8","","576","455","1298","47","367","28","563","",".249","101","13.3"
"1989","Dodgers","1463.1",".272","2.95","3.26","19.6","6034","536","479","1278","95","504","27","1052","4.63",".232","92","25.0"
"1903","Giants","1262.2",".297","2.95","2.85","16.5","","566","414","1257","20","371","40","628","",".261","90","23.7"
"1964","Dodgers","1483.2",".266","2.95","2.93","18.8","6150","572","487","1289","88","458","27","1062","",".228","94","21.2"
"1874","Whites","524.0",".313","2.95","2.94","5.7","","428","172","666","4","21","","24","",".311","96","5.4"
"1888","White Stockings","1186.1",".281","2.96","3.14","11.9","","659","390","1139","63","308","59","588","",".254","102","9.9"
"1972","Tigers","1388.1",".266","2.96","3.08","17.6","5748","514","457","1212","101","465","47","952","",".231","93","18.5"
"1974","Athletics","1439.2",".266","2.96","3.29","23.7","5937","551","474","1322","90","430","25","755","3.22",".241","89","25.4"
"1933","Braves","1403.0",".266","2.96","3.53","10.4","5828","531","462","1391","54","355","11","383","",".255","105","21.0"
"1988","Dodgers","1463.1",".272","2.96","3.12","19.7","6050","544","482","1291","84","473","22","1029","12.44",".232","92","21.6"
"1918","Cardinals","1193.0",".271","2.96","2.79","9.1","4956","527","393","1148","16","352","43","361","",".252","104","4.5"
"1911","White Sox","1386.1",".296","2.97","2.72","17.3","","620","457","1349","22","384","35","752","",".257","91","20.3"
"1972","Indians","1410.0",".256","2.97","3.55","10.9","5877","519","465","1232","123","534","40","846","",".232","106","20.3"
"1916","Tigers","1410.0",".276","2.97","3.03","11.1","5688","595","465","1254","12","578","62","531","",".248","105","12.1"
"1881","Trojans","770.0",".290","2.97","2.96","7.5","","429","254","813","11","159","","207","",".272","103","9.7"
"1918","Yankees","1157.1",".278","2.97","3.17","6.5","4772","474","382","1103","25","463","39","370","",".258","111","10.0"
"1963","White Sox","1469.0",".266","2.97","3.06","22.7","6058","544","485","1311","100","440","31","932","",".235","87","25.8"
"1882","Athletics","663.0",".285","2.97","2.89","8.0","","389","219","682","13","99","","190","",".267","97","8.4"
"1944","Reds","1398.1",".249","2.97","3.45","15.4","5763","536","462","1292","60","384","19","359","",".241","98","27.0"
"1903","Athletics","1207.0",".292","2.98","2.55","16.7","","519","399","1124","20","315","71","728","",".248","90","17.8"
"1898","Beaneaters","1340.0",".256","2.98","3.53","16.1","","614","443","1186","37","470","66","432","",".239","96","31.6"
"1901","White Sox","1218.1",".287","2.98","3.33","11.5","","632","403","1250","27","312","52","394","",".267","99","19.2"
