"Season","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","EV","ERA","FIP","xFIP","WAR","TBF","H","R","ER","HR","BB","IBB","HBP","SO","Pitches","Pitches","AVG","WHIP","RA9-WAR"
"1897","Colts","59","73","1","145","138","1197.0","2.71","3.26","0.23",".326","56.1%","","","","4.53","4.13","","13.2","","1485","894","603","30","433","","64","361","","",".306","1.60","6.8"
"2005","Yankees","95","67","46","580","162","1430.2","6.20","2.91","1.03",".297","69.1%","47.0%","10.1%","","4.54","4.28","4.36","15.2","6182","1495","789","721","164","463","25","84","985","23211","23211",".265","1.37","12.5"
"1989","Yankees","74","87","44","439","161","1414.2","5.01","3.31","0.95",".300","69.3%","","","","4.54","4.21","","7.5","6169","1550","792","713","150","521","52","37","787","","",".276","1.46","1.3"
"1991","Tigers","84","78","38","488","162","1450.1","4.59","3.68","0.92",".294","70.4%","","","","4.54","4.44","","9.5","6343","1570","794","731","148","593","88","24","739","","",".274","1.49","7.7"
"1962","Cubs","59","103","26","471","162","1438.1","4.90","3.76","0.99",".286","68.7%","","","","4.54","4.31","","8.9","6309","1509","827","725","159","601","60","46","783","","",".267","1.47","6.2"
"2006","Cardinals","83","78","38","630","161","1429.2","6.11","3.17","1.21",".288","72.5%","46.2%","12.5%","","4.54","4.77","4.54","7.8","6196","1475","762","721","193","504","35","80","970","22831","22831",".263","1.38","11.7"
"1978","Blue Jays","59","102","23","374","161","1429.1","4.77","3.87","0.94",".293","71.0%","","","","4.54","4.21","","8.3","6255","1529","775","721","149","614","40","22","758","","",".272","1.50","6.0"
"1989","Tigers","59","103","26","414","162","1427.1","5.24","4.11","0.95",".293","69.7%","","","","4.54","4.43","","4.9","6334","1514","816","720","150","652","91","43","831","","",".268","1.52","-1.4"
"1982","Athletics","68","94","22","401","162","1456.0","4.31","4.01","1.09",".272","70.5%","","","","4.54","4.74","","3.6","6430","1506","819","735","177","648","21","30","697","","",".262","1.48","0.8"
"2009","Astros","74","88","39","659","162","1430.0","7.20","3.44","1.11",".311","72.0%","45.6%","11.5%","","4.54","4.35","4.16","11.6","6237","1521","770","722","176","546","56","50","1144","23857","23857",".270","1.45","7.0"
"2004","Rangers","89","73","52","630","162","1439.2","6.12","3.42","1.14",".297","71.8%","44.5%","11.0%","","4.54","4.64","4.62","14.9","6345","1536","794","727","182","547","29","81","979","23962","23962",".269","1.45","20.0"
"1896","Giants","64","67","2","163","133","1136.2","2.47","3.19","0.26",".305","53.3%","","","","4.54","4.32","","9.6","","1303","821","574","33","403","","0","312","","",".289","1.50","6.3"
"1893","Reds","65","63","5","165","131","1172.0","1.98","4.22","0.29",".294","57.8%","","","","4.55","4.76","","10.8","","1305","814","592","38","549","","0","258","","",".283","1.58","15.8"
"1992","Mariners","64","98","30","534","162","1445.0","5.57","4.12","0.80",".291","69.2%","","","","4.55","4.20","","9.3","6349","1467","799","730","129","661","50","60","894","","",".261","1.47","3.2"
"1893","Grooms","65","63","3","153","130","1154.0","2.32","4.27","0.32",".292","55.0%","","","","4.55","4.74","","7.8","","1262","845","583","41","547","","0","297","","",".279","1.57","9.5"
"2006","Pirates","67","95","39","667","162","1435.0","6.65","3.89","0.98",".312","71.3%","45.5%","10.4%","","4.55","4.53","4.59","12.5","6354","1545","797","725","156","620","62","70","1060","23650","23650",".273","1.51","9.7"
"2008","Reds","74","88","34","669","162","1442.1","7.66","3.48","1.25",".312","72.5%","42.7%","12.7%","","4.55","4.54","4.18","9.1","6352","1542","800","729","201","557","40","67","1227","24789","24789",".269","1.46","5.3"
"1996","Royals","75","86","35","483","161","1450.0","5.75","2.86","1.09",".299","70.6%","","","","4.55","4.54","","21.3","6251","1563","786","733","176","460","32","56","926","","",".273","1.40","23.5"
"1988","Orioles","54","107","26","448","161","1416.0","4.51","3.32","0.97",".287","69.1%","","","","4.55","4.37","","6.3","6141","1506","789","716","153","523","48","43","709","","",".270","1.43","2.1"
"2001","White Sox","83","79","51","568","162","1433.1","5.78","3.14","1.14",".285","69.9%","","","","4.55","4.64","","13.4","6200","1465","795","725","181","500","38","88","921","","",".261","1.37","14.0"
"2013","Twins","66","96","40","673","162","1450.1","6.11","2.84","1.04",".309","70.2%","43.7%","10.2%","","4.55","4.23","4.28","11.5","6257","1591","788","734","168","458","31","44","985","24012","24012",".276","1.41","7.2"
"1939","Red Sox","89","62","20","339","152","1350.2","3.59","3.62","0.51",".300","65.4%","","","","4.56","4.16","","18.9","6037","1533","795","684","77","543","","19","539","","",".280","1.54","14.9"
"1985","Rangers","62","99","33","425","161","1411.2","5.50","3.19","1.10",".288","69.4%","","","","4.56","4.20","","10.9","6112","1479","785","715","173","501","38","36","863","","",".265","1.40","8.4"
"1987","Cubs","76","85","48","488","161","1434.2","6.42","3.94","1.00",".305","70.4%","","","","4.56","4.25","","14.8","6311","1524","801","727","159","628","67","27","1024","","",".269","1.50","11.9"
"1995","Yankees","79","65","35","447","145","1284.2","6.36","3.75","1.11",".286","71.5%","","","","4.56","4.62","","13.3","5575","1286","688","651","159","535","21","32","908","","",".257","1.42","14.2"
"1975","Cubs","75","87","33","460","162","1444.1","5.30","3.43","0.81",".303","67.7%","","","","4.56","3.81","","14.6","6383","1587","827","732","130","551","59","40","850","","",".274","1.48","0.2"
"1970","White Sox","56","106","30","442","162","1430.1","4.79","3.50","1.03",".293","69.2%","","","","4.56","4.32","","10.5","6272","1554","822","725","164","556","67","44","762","","",".274","1.48","0.8"
"1955","Cardinals","68","86","15","428","154","1376.2","4.77","3.59","1.21",".267","70.9%","","","","4.56","4.35","","10.0","5972","1376","757","698","185","549","79","47","730","","",".256","1.40","8.1"
"1997","Tigers","79","83","42","579","162","1445.2","6.11","3.44","1.11",".289","70.3%","","","","4.56","4.59","","15.9","6246","1476","790","733","178","552","33","43","982","","",".261","1.40","15.3"
"2005","Orioles","74","88","38","636","162","1427.2","6.63","3.66","1.13",".292","70.2%","45.5%","11.9%","","4.56","4.51","4.34","12.4","6242","1458","800","724","180","580","32","52","1052","23676","23676",".260","1.43","9.1"
"2012","Astros","55","107","31","703","162","1423.1","7.40","3.41","1.09",".306","70.0%","47.9%","12.2%","","4.57","4.27","4.15","9.3","6238","1493","794","722","173","540","40","48","1170","23863","23863",".264","1.43","1.1"
"2017","Phillies","66","96","33","668","162","1441.0","8.18","3.29","1.38",".304","73.0%","42.9%","14.1%","87.1","4.57","4.56","4.50","14.3","6235","1471","782","731","221","527","39","63","1309","23972","23972",".261","1.39","12.2"
"1949","Pirates","71","83","15","333","154","1356.0","3.69","3.55","0.94",".282","68.9%","","","","4.57","4.31","","12.4","5911","1452","765","688","142","535","","33","556","","",".272","1.47","9.2"
"1872","Forest Citys","6","16","0","29","22","199.0","0.50","1.09","0.27",".340","19.4%","","","","4.57","4.15","","0.9","","289","254","101","6","24","","","11","","",".340","1.57","-1.9"
"1924","Browns","74","78","7","329","153","1353.1","2.57","3.44","0.45",".288","64.5%","","","","4.57","4.37","","13.0","6029","1511","797","687","68","517","","45","386","","",".276","1.50","12.1"
"2002","White Sox","81","81","35","585","162","1423.0","5.98","3.34","1.20",".279","69.5%","42.1%","11.3%","","4.57","4.61","4.51","14.0","6131","1422","798","723","190","528","31","60","945","23067","23067",".257","1.37","12.8"
"1991","Athletics","84","78","49","559","162","1444.1","5.56","4.08","0.97",".280","70.9%","","","","4.57","4.49","","5.2","6299","1425","776","734","155","655","30","55","892","","",".255","1.44","5.0"
"1937","Senators","73","80","14","280","158","1398.2","3.44","4.35","0.62",".287","65.7%","","","","4.58","4.66","","8.0","6222","1498","841","711","96","676","","22","535","","",".271","1.55","8.7"
"1996","Blue Jays","74","88","35","465","162","1445.2","6.43","3.80","1.16",".293","70.6%","","","","4.58","4.76","","16.7","6271","1476","809","735","187","610","37","36","1033","","",".262","1.44","20.1"
"1993","Indians","76","86","45","572","162","1445.2","5.53","3.68","1.13",".301","71.6%","","","","4.58","4.70","","7.0","6384","1591","813","735","182","591","53","39","888","","",".277","1.51","8.4"
"2000","Athletics","91","70","43","542","161","1435.1","6.04","3.86","0.99",".301","70.1%","","","","4.58","4.61","","17.1","6355","1535","813","730","158","615","57","48","963","","",".270","1.50","16.3"
"1931","Phillies","66","88","16","318","155","1360.1","3.30","3.38","0.50",".306","64.7%","","","","4.58","4.30","","16.8","6108","1603","827","692","75","511","","36","499","","",".288","1.55","8.1"
"2014","Twins","70","92","38","653","162","1435.0","6.47","2.56","0.92",".315","68.9%","41.8%","8.6%","","4.58","3.97","4.12","14.3","6212","1588","777","730","147","408","24","45","1031","23151","23151",".276","1.39","5.6"
"2007","Nationals","73","89","46","750","162","1446.2","5.79","3.61","1.16",".286","72.0%","39.7%","9.6%","","4.58","4.92","4.93","4.4","6333","1502","783","736","187","580","44","42","931","23999","23999",".263","1.44","7.7"
"1977","Blue Jays","54","107","20","348","161","1428.1","4.86","3.93","0.96",".293","69.0%","","","","4.58","4.39","","10.1","6301","1538","822","727","152","623","40","20","771","","",".272","1.51","7.1"
"1936","Senators","82","71","14","265","153","1345.2","3.09","3.93","0.49",".291","65.0%","","","","4.58","4.64","","13.4","5996","1484","799","685","73","588","","22","462","","",".276","1.54","16.5"
"1979","Indians","81","80","32","402","161","1431.2","4.91","3.58","0.87",".289","67.8%","","","","4.58","4.14","","14.7","6236","1502","805","729","138","570","32","23","781","","",".266","1.45","9.2"
"1990","Braves","65","97","30","508","162","1429.2","5.90","3.64","0.81",".302","67.1%","","","","4.58","3.93","","13.0","6303","1527","821","728","128","579","64","26","938","","",".268","1.47","1.0"
"2007","Tigers","88","74","44","605","162","1447.1","6.51","3.52","1.08",".295","70.7%","44.2%","10.2%","","4.58","4.67","4.59","11.1","6345","1498","797","737","174","566","41","68","1047","24138","24138",".262","1.43","14.3"
"1973","Indians","71","91","21","368","162","1464.2","5.43","3.70","1.06",".290","69.7%","","","","4.58","4.20","","9.6","6383","1532","826","746","172","602","67","39","883","","",".267","1.46","3.4"
"1942","Senators","62","89","11","276","151","1346.2","3.31","3.73","0.33",".295","62.7%","","","","4.58","3.44","","12.9","6027","1496","817","686","50","558","","17","496","","",".274","1.53","-6.6"
"1922","Indians","78","76","7","290","155","1383.2","3.18","3.02","0.38",".306","63.8%","","","","4.59","3.94","","16.2","6116","1605","817","705","58","464","","42","489","","",".286","1.50","6.3"
"1991","Orioles","67","95","42","534","162","1457.2","5.36","3.11","0.91",".295","68.3%","","","","4.59","4.07","","13.9","6247","1534","796","743","147","504","40","28","868","","",".268","1.40","6.6"
"2000","Marlins","79","82","48","590","161","1429.2","6.62","4.09","1.06",".298","71.0%","","","","4.59","4.65","","13.1","6307","1477","797","729","169","650","56","43","1051","","",".263","1.49","10.7"
"1887","Athletics","63","69","1","143","137","1186.1","3.16","3.28","0.22",".290","49.8%","","","","4.59","3.99","","11.6","","1227","890","605","29","433","","71","417","","",".268","1.40","12.7"
"1931","Tigers","61","93","6","246","154","1384.1","3.32","3.88","0.51",".294","64.8%","","","","4.59","4.47","","12.9","6214","1549","836","706","79","597","","27","511","","",".277","1.55","12.6"
"2010","Brewers","77","85","35","657","162","1439.0","7.87","3.64","1.08",".308","70.0%","41.8%","10.3%","","4.59","4.21","4.07","7.4","6324","1487","804","734","173","582","42","48","1258","24576","24576",".261","1.44","-0.8"
"1922","Athletics","65","89","6","302","155","1362.1","2.46","3.10","0.71",".292","64.8%","","","","4.59","4.59","","7.0","6006","1573","828","695","107","469","","32","373","","",".286","1.50","3.7"
"1925","Tigers","81","73","18","298","156","1383.2","2.73","3.62","0.46",".299","64.9%","","","","4.59","4.46","","12.8","6152","1582","828","706","70","556","","42","419","","",".285","1.55","11.4"
"2010","Orioles","66","96","35","616","162","1436.1","6.31","3.26","1.17",".294","71.3%","42.1%","10.2%","","4.59","4.57","4.44","9.8","6262","1508","785","733","186","520","45","59","1007","23884","23884",".265","1.41","7.6"
"1940","Senators","64","90","7","276","154","1350.0","4.12","4.12","0.62",".298","66.0%","","","","4.59","4.23","","11.9","6044","1494","811","689","93","618","","21","618","","",".276","1.56","5.8"
"2009","Pirates","62","99","28","617","161","1418.1","5.83","3.57","0.96",".300","70.6%","43.8%","9.1%","","4.59","4.48","4.63","12.6","6144","1491","768","724","152","563","37","47","919","22889","22889",".269","1.45","9.4"
"2006","Braves","79","83","38","684","162","1441.1","6.55","3.57","1.14",".300","71.1%","45.0%","11.6%","","4.60","4.65","4.53","11.0","6350","1529","805","736","183","572","69","55","1049","23641","23641",".267","1.46","9.8"
"2011","Twins","63","99","32","619","162","1421.2","5.95","3.04","1.02",".307","69.1%","44.0%","9.5%","","4.60","4.30","4.33","7.7","6210","1564","804","726","161","480","37","54","940","23364","23364",".276","1.44","3.6"
"1938","Indians","86","66","17","298","153","1353.0","4.77","4.53","0.67",".291","67.7%","","","","4.60","4.40","","15.5","6049","1416","782","691","100","681","","30","717","","",".265","1.55","16.7"
"1931","Red Sox","62","90","10","314","153","1366.2","2.40","3.11","0.36",".292","63.4%","","","","4.60","4.19","","12.4","6067","1559","800","698","54","473","","25","365","","",".280","1.49","10.0"
"2018","Tigers","64","98","37","704","162","1425.1","7.67","3.10","1.36",".291","70.5%","39.6%","12.9%","88.5","4.60","4.59","4.55","9.6","6130","1423","796","728","216","491","20","60","1215","23954","23954",".255","1.34","8.0"
"2006","Mariners","78","84","47","591","162","1446.2","6.64","3.48","1.14",".297","71.1%","42.9%","10.7%","","4.60","4.59","4.61","13.4","6294","1500","792","739","183","560","50","53","1067","24223","24223",".264","1.42","14.3"
"2017","Twins","85","77","42","682","162","1436.0","7.31","3.03","1.40",".296","72.5%","42.4%","13.5%","87.8","4.60","4.71","4.75","8.9","6205","1487","788","734","224","483","37","69","1166","23490","23490",".263","1.37","12.2"
"1897","Bridegrooms","61","71","2","158","136","1194.2","1.93","3.09","0.26",".308","56.5%","","","","4.60","4.29","","6.6","","1417","845","611","34","410","","52","256","","",".296","1.53","4.9"
"1897","Phillies","54","76","2","152","133","1155.1","1.97","2.84","0.22",".316","58.0%","","","","4.60","4.15","","10.8","","1415","792","591","28","364","","54","253","","",".303","1.54","9.5"
"1939","Senators","65","87","10","275","153","1354.2","3.46","4.00","0.50",".281","64.3%","","","","4.60","4.30","","12.8","6010","1420","797","693","75","602","","20","521","","",".264","1.49","10.4"
"1961","Phillies","47","107","13","412","155","1383.1","5.04","3.39","1.01",".288","67.7%","","","","4.61","4.11","","10.1","5985","1452","796","708","155","521","66","34","775","","",".267","1.43","3.3"
"1979","Mariners","67","95","26","379","162","1438.0","4.61","3.57","1.03",".292","69.6%","","","","4.61","4.46","","14.7","6314","1567","820","736","165","571","74","33","736","","",".274","1.49","9.5"
"1896","Senators","58","73","3","162","133","1136.2","2.31","3.44","0.19",".326","51.7%","","","","4.61","4.33","","12.5","","1435","920","582","24","435","","0","292","","",".309","1.65","1.8"
"2006","Rangers","80","82","42","651","162","1431.1","6.11","3.12","1.02",".307","70.6%","46.4%","10.4%","","4.61","4.44","4.50","15.8","6237","1558","784","733","162","496","18","66","972","23486","23486",".275","1.44","17.3"
"2006","Phillies","85","77","42","662","162","1460.1","7.01","3.16","1.30",".304","71.9%","43.7%","13.0%","","4.61","4.65","4.33","14.2","6366","1561","812","748","211","512","63","62","1138","23883","23883",".270","1.42","12.8"
"1884","Keystones","21","46","0","70","67","593.1","4.70","1.59","0.11",".345","34.8%","","","","4.61","2.91","","3.4","","726","545","304","7","105","","","310","","",".303","1.40","-7.9"
"1974","Padres","60","102","19","514","162","1445.2","5.32","4.45","0.77",".296","69.1%","","","","4.61","4.09","","3.9","6512","1536","830","741","124","715","116","48","855","","",".267","1.56","-6.6"
"1992","Tigers","75","87","36","517","162","1435.2","4.34","3.54","0.97",".287","69.8%","","","","4.61","4.46","","6.1","6254","1534","794","736","155","564","88","29","693","","",".271","1.46","3.6"
"1921","Browns","81","73","9","296","154","1379.0","3.11","3.63","0.46",".294","63.4%","","","","4.61","4.37","","12.8","6140","1541","845","707","71","556","","39","477","","",".278","1.52","10.5"
"1930","Giants","87","67","19","311","154","1363.1","3.45","2.90","0.77",".293","64.9%","","","","4.61","4.88","","12.0","5979","1546","814","699","117","439","","31","522","","",".281","1.46","16.5"
"1921","Athletics","53","100","7","274","155","1400.1","2.77","3.52","0.55",".301","63.4%","","","","4.61","4.52","","11.1","6280","1645","889","718","85","548","","32","431","","",".289","1.57","7.9"
"2006","White Sox","90","72","46","560","162","1449.0","6.29","2.69","1.24",".295","70.5%","42.9%","11.2%","","4.61","4.56","4.50","19.2","6232","1534","794","743","200","433","59","58","1012","23171","23171",".267","1.36","19.0"
"1883","Alleghenys","31","67","1","116","98","867.2","2.81","1.57","0.22",".340","44.6%","","","","4.62","3.47","","6.9","","1140","728","445","21","151","","","271","","",".318","1.49","-5.6"
"2003","Cardinals","85","77","41","622","162","1463.2","5.96","3.12","1.29",".289","72.5%","41.1%","12.2%","","4.62","4.75","4.60","7.3","6375","1544","796","751","210","508","36","65","969","23762","23762",".266","1.40","8.3"
"1994","Brewers","53","62","23","367","115","1036.0","5.01","3.66","1.10",".283","69.6%","","","","4.62","4.91","","7.8","4493","1071","586","532","127","421","28","29","577","","",".265","1.44","12.2"
"1953","Reds","68","86","15","357","155","1365.0","3.34","3.22","1.18",".277","69.3%","","","","4.62","4.69","","8.6","5915","1484","788","701","179","488","","31","506","","",".275","1.44","9.8"
"1960","Red Sox","65","89","23","406","154","1361.0","5.07","3.84","0.84",".291","68.2%","","","","4.62","3.97","","16.2","6029","1440","775","699","127","580","53","36","767","","",".266","1.48","4.9"
"1987","Brewers","91","71","45","444","162","1464.0","6.39","3.25","1.04",".301","68.9%","","","","4.62","4.09","","19.9","6345","1548","817","752","169","529","33","26","1039","","",".267","1.42","14.6"
"1957","Redlegs","80","74","29","433","154","1395.2","4.56","2.77","1.15",".281","69.1%","","","","4.62","4.14","","11.2","6025","1486","781","717","179","429","46","51","707","","",".268","1.37","5.6"
"1955","Senators","53","101","16","383","154","1354.2","4.03","4.21","0.66",".290","67.4%","","","","4.62","3.93","","12.2","6053","1450","789","696","99","634","39","49","607","","",".270","1.54","1.0"
"1986","Indians","84","78","34","453","163","1447.2","4.63","3.76","1.04",".284","69.3%","","","","4.63","4.61","","7.2","6439","1548","841","744","167","605","34","57","744","","",".268","1.49","5.4"
"1987","Braves","69","92","32","485","161","1427.2","5.28","3.70","1.03",".294","68.8%","","","","4.63","4.50","","9.8","6270","1529","829","734","163","587","55","39","837","","",".271","1.48","6.3"
"1998","Brewers","74","88","39","577","162","1451.0","6.59","3.41","1.17",".302","70.9%","","","","4.63","4.62","","8.5","6325","1538","812","746","188","550","29","61","1063","","",".269","1.44","6.1"
"1987","Rangers","75","87","27","490","162","1444.1","6.87","4.74","1.24",".278","70.4%","","","","4.63","4.83","","9.2","6390","1388","849","743","199","760","34","55","1103","","",".249","1.49","10.3"
"1931","Indians","78","76","9","279","155","1354.2","3.12","3.73","0.43",".300","64.1%","","","","4.63","4.33","","15.2","6156","1577","833","697","64","561","","25","470","","",".283","1.58","11.4"
"1945","Phillies","46","108","26","366","154","1352.2","2.88","4.05","0.41",".295","62.9%","","","","4.63","3.90","","7.6","6170","1546","864","696","61","608","","29","433","","",".279","1.59","-8.0"
"2020","Blue Jays","32","28","17","286","60","524.2","8.90","4.29","1.39",".302","70.3%","43.1%","14.9%","88.4","4.63","4.73","4.72","4.5","2309","517","312","270","81","250","7","14","519","9486","9486",".253","1.46","2.2"
"2019","Padres","70","92","47","705","162","1432.0","9.27","2.91","1.35",".299","70.0%","43.0%","14.8%","88.5","4.63","4.22","4.29","15.6","6160","1394","789","737","215","463","19","68","1475","23898","23898",".248","1.30","8.4"
"2017","Royals","80","82","39","700","162","1437.2","7.61","3.25","1.23",".303","70.9%","43.7%","12.0%","87.5","4.63","4.43","4.68","13.7","6218","1480","791","740","196","519","24","52","1216","23975","23975",".262","1.39","14.4"
"2000","Brewers","73","89","29","596","163","1466.1","5.94","4.47","1.07",".291","71.6%","","","","4.63","4.98","","10.3","6497","1501","826","755","174","728","87","65","967","","",".263","1.52","14.7"
"1998","Diamondbacks","65","97","37","530","162","1432.1","5.71","3.07","1.18",".282","68.3%","","","","4.64","4.69","","8.9","6151","1463","812","738","188","489","32","41","908","","",".260","1.36","8.5"
"1922","Phillies","57","96","5","272","154","1372.0","2.58","3.02","0.58",".308","61.8%","","","","4.64","4.37","","16.5","6186","1692","914","707","89","460","","40","394","","",".298","1.57","8.4"
"1996","Pirates","73","89","37","584","162","1453.1","6.47","2.97","1.13",".310","69.2%","","","","4.64","4.46","","10.9","6338","1602","833","749","183","479","50","50","1044","","",".276","1.43","8.0"
"1998","Phillies","75","87","32","547","162","1463.0","7.23","3.35","1.16",".294","69.9%","","","","4.64","4.43","","11.8","6339","1476","808","754","188","544","27","54","1176","","",".257","1.38","9.8"
"1973","Rangers","57","105","27","403","162","1430.0","5.23","4.28","0.82",".295","67.8%","","","","4.64","4.10","","7.7","6375","1514","844","737","130","680","50","44","831","","",".268","1.53","-3.7"
"2006","Giants","76","85","37","599","161","1429.2","6.24","3.68","0.96",".287","69.1%","41.9%","8.9%","","4.64","4.52","4.82","13.0","6225","1422","790","737","153","584","37","70","992","23641","23641",".255","1.40","11.8"
"2015","Tigers","74","87","35","666","161","1447.0","6.84","3.04","1.20",".298","69.7%","42.9%","12.0%","88.5","4.64","4.46","4.36","11.7","6188","1491","803","746","193","489","32","46","1100","23675","23675",".264","1.37","8.8"
"1936","Phillies","54","100","14","323","154","1365.1","2.99","3.39","0.57",".301","63.5%","","","","4.64","4.64","","16.2","6214","1630","873","704","87","515","","37","454","","",".288","1.57","7.2"
"2016","Phillies","71","91","43","667","162","1437.0","8.14","2.92","1.33",".304","70.5%","41.0%","13.8%","88.6","4.64","4.34","4.21","13.9","6163","1468","796","741","213","466","30","51","1299","23836","23836",".260","1.35","5.8"
"2020","Giants","29","31","13","296","60","517.2","8.48","3.65","1.20",".281","67.8%","38.8%","12.1%","88.0","4.64","4.45","4.84","3.5","2240","474","297","267","69","210","2","34","488","8987","8987",".237","1.32","1.7"
"2012","Blue Jays","73","89","29","657","162","1443.2","7.12","3.58","1.27",".291","72.0%","46.5%","14.1%","","4.64","4.66","4.30","6.9","6216","1439","784","745","204","574","20","55","1142","23728","23728",".258","1.39","9.5"
"1952","Pirates","42","112","8","359","155","1363.2","3.72","4.12","0.88",".272","67.4%","","","","4.65","4.27","","7.1","5992","1395","793","704","133","625","","27","564","","",".261","1.48","0.1"
"2001","Indians","91","71","42","645","162","1446.2","7.58","3.56","0.92",".315","68.1%","","","","4.65","3.99","","21.1","6312","1512","821","747","148","573","44","49","1218","","",".266","1.44","10.5"
"2003","Pirates","75","87","44","619","162","1444.1","5.77","3.13","1.11",".292","70.0%","45.2%","11.8%","","4.65","4.52","4.44","9.1","6293","1527","801","746","178","502","58","61","926","22839","22839",".266","1.40","8.0"
"2001","Brewers","68","94","28","651","162","1436.1","6.62","4.18","1.23",".289","72.3%","","","","4.65","4.90","","6.7","6338","1452","806","742","197","667","107","72","1057","","",".259","1.48","9.2"
"1996","Yankees","92","70","52","573","162","1440.0","7.12","3.81","0.89",".305","69.6%","","","","4.65","4.25","","23.0","6289","1469","787","744","143","610","35","49","1139","","",".261","1.44","20.1"
"1996","Rangers","90","72","43","510","163","1449.1","6.06","3.61","1.04",".305","71.2%","","","","4.65","4.63","","19.4","6358","1569","799","749","168","582","44","43","976","","",".274","1.48","23.4"
"2018","Reds","67","95","38","706","162","1441.0","7.86","3.32","1.42",".300","71.5%","44.4%","15.8%","88.8","4.65","4.68","4.28","8.1","6279","1491","819","745","228","532","60","50","1258","23971","23971",".262","1.40","7.4"
"1994","Pirates","53","61","24","399","114","1005.2","5.82","3.31","1.05",".304","69.0%","","","","4.65","4.58","","5.8","4393","1094","580","520","117","370","52","41","650","","",".275","1.46","4.1"
"1948","Senators","56","97","22","355","154","1357.1","2.96","4.87","0.54",".280","67.3%","","","","4.65","4.46","","7.8","6139","1439","795","702","81","734","","27","446","","",".268","1.60","4.8"
"2002","Padres","66","96","40","622","162","1436.1","6.94","3.65","1.11",".306","70.5%","44.4%","11.8%","","4.66","4.37","4.22","8.9","6333","1522","815","743","177","582","61","66","1108","23172","23172",".268","1.46","-0.5"
"1950","Senators","67","87","18","311","155","1364.2","3.21","4.27","0.65",".284","66.5%","","","","4.66","4.30","","15.1","6110","1479","813","706","99","648","","26","486","","",".272","1.56","9.3"
"2006","Rockies","76","86","34","661","162","1447.1","5.92","3.44","0.96",".304","69.5%","45.7%","9.6%","","4.66","4.51","4.68","17.3","6318","1549","812","749","155","553","81","66","952","23035","23035",".272","1.45","17.5"
"1929","Cardinals","78","74","8","269","154","1359.2","3.00","3.14","0.67",".302","66.1%","","","","4.66","4.57","","14.7","6041","1604","807","704","101","474","","29","453","","",".290","1.53","16.1"
"2008","Nationals","59","102","28","678","161","1434.0","6.67","3.69","1.19",".296","70.1%","42.4%","11.6%","","4.66","4.71","4.49","7.9","6310","1496","825","743","190","588","44","51","1063","24443","24443",".264","1.45","2.7"
"1926","Browns","62","92","9","294","155","1368.0","2.22","4.30","0.57",".290","65.5%","","","","4.66","4.74","","7.2","6161","1549","849","709","86","654","","32","337","","",".283","1.61","6.2"
"1995","Rangers","74","70","34","454","144","1285.0","5.87","3.60","1.06",".302","70.5%","","","","4.66","4.62","","14.1","5626","1385","720","666","152","514","38","36","838","","",".273","1.48","16.0"
"1987","Twins","85","77","39","451","162","1427.1","6.24","3.56","1.32",".286","71.3%","","","","4.67","4.69","","11.5","6205","1465","806","740","210","564","40","50","990","","",".262","1.42","15.5"
"2000","White Sox","95","67","43","628","162","1450.1","6.44","3.81","1.21",".296","70.3%","","","","4.67","4.83","","16.5","6337","1509","839","752","195","614","27","54","1037","","",".266","1.46","18.6"
"1953","Athletics","59","95","11","322","157","1409.0","3.62","3.79","0.77",".279","67.8%","","","","4.67","4.29","","12.3","6186","1475","799","731","121","594","","57","566","","",".266","1.47","6.1"
"1895","Colts","72","58","1","147","133","1150.2","2.32","3.38","0.30",".319","55.5%","","","","4.67","4.77","","14.2","","1422","854","597","38","432","","0","297","","",".305","1.61","15.3"
"1986","Mariners","67","95","27","443","162","1439.2","5.90","3.66","1.07",".309","70.0%","","","","4.67","4.32","","15.3","6345","1590","835","747","171","585","27","49","944","","",".278","1.51","6.7"
"2007","Cardinals","78","84","34","678","162","1435.2","5.92","3.19","1.05",".293","68.1%","43.5%","9.6%","","4.67","4.66","4.67","9.8","6283","1514","829","745","168","509","25","73","945","23352","23352",".266","1.41","5.5"
"1884","Mountain City","6","19","0","30","25","219.2","3.81","2.13","0.12",".354","37.7%","","","","4.67","3.31","","1.1","","292","216","114","3","52","","","93","","",".320","1.57","-2.9"
"1983","Twins","70","92","39","430","162","1437.1","4.68","3.63","1.02",".293","69.5%","","","","4.67","4.47","","6.6","6297","1559","822","746","163","580","54","35","748","","",".274","1.49","7.3"
"2017","Athletics","75","87","35","687","162","1431.0","7.56","3.16","1.32",".294","68.9%","44.9%","13.9%","88.2","4.67","4.57","4.54","9.6","6167","1444","826","743","210","502","17","61","1202","24079","24079",".258","1.36","5.1"
"1897","Pirates","60","69","2","158","134","1153.1","2.67","2.48","0.17",".321","54.0%","","","","4.67","3.80","","12.8","","1397","835","599","22","318","","65","342","","",".300","1.49","4.3"
"1889","Nationals","41","83","0","143","127","1103.0","3.17","4.30","0.30",".310","52.7%","","","","4.68","4.25","","6.1","","1261","892","573","37","527","","40","388","","",".288","1.62","-4.2"
"1985","Mariners","74","88","30","497","162","1432.0","5.46","4.00","0.97",".286","68.6%","","","","4.68","4.29","","13.6","6260","1456","818","744","154","637","54","41","868","","",".261","1.46","6.1"
