"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"742","NPB","Orix Blu",2000,135,64,67,4,135,5256,4517,638,1176,212,18,116,72,30,590,0.26,0.343,0.392,NA,NA,NA,NA,1192.2,672,615,1226,NA,NA,144,548,806,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","NPB","Osaka Ki",2000,135,58,75,2,135,5175,4496,612,1176,200,34,125,68,45,524,0.262,0.336,0.405,NA,NA,NA,NA,1190.1,687,616,1190,NA,NA,123,657,808,4.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","NPB","Seibu Li",2000,135,69,61,5,135,5247,4504,614,1148,214,26,97,85,48,577,0.255,0.337,0.379,NA,NA,NA,NA,1215.2,572,497,1136,NA,NA,108,520,909,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","NPB","Yakult S",2000,136,66,69,1,136,5208,4612,581,1217,216,24,137,71,29,440,0.264,0.327,0.41,NA,NA,NA,NA,1213.1,515,488,1144,NA,NA,137,459,978,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","NPB","Yokohama",2000,136,69,66,1,136,5294,4751,576,1316,213,19,103,65,29,454,0.277,0.338,0.395,NA,NA,NA,NA,1215.2,559,530,1206,NA,NA,152,346,897,3.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","NPB","Yomiuri ",2000,135,78,57,0,135,5163,4552,689,1199,208,7,203,50,46,479,0.263,0.331,0.446,NA,NA,NA,NA,1207.2,497,448,1125,NA,NA,126,342,1039,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","NPB","Chiba Lo",2001,140,64,74,2,140,5396,4610,593,1190,237,23,133,55,33,609,0.258,0.342,0.406,NA,NA,NA,NA,1241.2,608,542,1195,NA,NA,145,532,816,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","NPB","Chunichi",2001,140,62,74,4,140,5230,4609,483,1167,200,14,98,53,44,454,0.253,0.319,0.366,NA,NA,NA,NA,1245.2,513,481,1210,NA,NA,91,411,1012,3.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","NPB","Fukuoka ",2001,140,76,63,1,140,5467,4861,741,1329,222,18,203,98,32,511,0.273,0.341,0.452,NA,NA,NA,NA,1252.1,684,625,1392,NA,NA,167,527,760,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","NPB","Hanshin ",2001,140,57,80,3,140,5228,4603,467,1118,164,18,90,78,38,472,0.243,0.311,0.345,NA,NA,NA,NA,1241,598,517,1237,NA,NA,114,630,866,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","NPB","Hiroshim",2001,139,68,64,7,139,5390,4664,619,1254,197,18,155,99,52,552,0.269,0.344,0.419,NA,NA,NA,NA,1252,596,532,1250,NA,NA,146,518,968,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","NPB","Nippon H",2001,140,53,84,3,140,5394,4774,593,1221,209,21,147,95,54,488,0.256,0.323,0.401,NA,NA,NA,NA,1252,713,667,1247,NA,NA,219,634,923,4.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","NPB","Orix Blu",2001,140,70,66,4,140,5461,4768,651,1252,229,21,143,60,29,543,0.263,0.336,0.409,NA,NA,NA,NA,1260,634,576,1220,NA,NA,173,541,980,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","NPB","Osaka Ki",2001,140,78,60,2,140,5566,4765,770,1332,235,16,211,35,20,644,0.28,0.363,0.468,NA,NA,NA,NA,1249,745,691,1303,NA,NA,182,590,860,4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","NPB","Seibu Li",2001,140,73,67,0,140,5405,4645,620,1189,202,21,184,111,42,608,0.256,0.34,0.427,NA,NA,NA,NA,1245.2,584,537,1156,NA,NA,135,579,1011,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","NPB","Yakult S",2001,140,76,58,6,140,5421,4747,645,1300,215,10,148,63,26,486,0.274,0.339,0.417,NA,NA,NA,NA,1257.1,531,477,1142,NA,NA,142,504,896,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","NPB","Yokohama",2001,140,69,67,4,140,5355,4645,560,1240,203,16,94,80,45,527,0.267,0.34,0.378,NA,NA,NA,NA,1241.2,565,517,1193,NA,NA,120,483,814,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","NPB","Yomiuri ",2001,140,75,63,2,140,5400,4706,688,1274,201,10,196,64,31,559,0.271,0.346,0.443,NA,NA,NA,NA,1239.1,659,613,1321,NA,NA,168,504,981,4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","NPB","Chiba Lo",2002,140,67,72,1,140,5188,4602,500,1135,250,20,101,57,23,443,0.247,0.311,0.375,NA,NA,NA,NA,1231.1,565,509,1220,NA,NA,151,396,930,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","NPB","Chunichi",2002,140,69,66,5,140,5323,4781,546,1230,238,16,125,54,38,409,0.257,0.314,0.392,NA,NA,NA,NA,1269.2,502,450,1213,NA,NA,119,399,1002,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","NPB","Fukuoka ",2002,140,73,65,2,140,5262,4708,630,1258,227,18,160,72,50,421,0.267,0.325,0.425,NA,NA,NA,NA,1241.2,578,532,1217,NA,NA,149,447,902,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","NPB","Hanshin ",2002,140,66,70,4,140,5305,4753,527,1203,222,16,122,73,25,398,0.253,0.309,0.384,NA,NA,NA,NA,1260.1,524,477,1158,NA,NA,112,444,964,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","NPB","Hiroshim",2002,140,64,72,4,140,5250,4725,543,1222,185,11,154,59,36,387,0.259,0.313,0.4,NA,NA,NA,NA,1253.2,674,608,1379,NA,NA,164,395,1056,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","NPB","Nippon H",2002,140,61,76,3,140,5207,4653,506,1149,213,24,146,72,34,399,0.247,0.304,0.397,NA,NA,NA,NA,1239.1,570,531,1164,NA,NA,163,478,921,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","NPB","Orix Blu",2002,140,50,87,3,140,5189,4615,438,1083,201,13,102,86,34,419,0.235,0.297,0.35,NA,NA,NA,NA,1249,547,497,1195,NA,NA,137,468,929,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","NPB","Osaka Ki",2002,140,73,65,2,140,5331,4735,598,1223,249,20,177,32,20,445,0.258,0.321,0.431,NA,NA,NA,NA,1255.2,592,549,1252,NA,NA,139,443,1004,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","NPB","Seibu Li",2002,140,90,49,1,140,5379,4737,672,1315,237,22,183,107,57,477,0.278,0.342,0.453,NA,NA,NA,NA,1255.2,492,447,1115,NA,NA,130,372,1074,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","NPB","Yakult S",2002,140,74,62,4,140,5321,4826,554,1271,208,12,142,36,23,360,0.263,0.313,0.4,NA,NA,NA,NA,1267.1,528,477,1158,NA,NA,142,374,1035,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","NPB","Yokohama",2002,140,49,86,5,140,5175,4685,472,1124,196,10,97,65,37,352,0.24,0.291,0.348,NA,NA,NA,NA,1249.2,620,568,1276,NA,NA,152,442,973,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","NPB","Yomiuri ",2002,140,86,52,2,140,5421,4826,691,1313,207,17,186,69,39,463,0.272,0.334,0.438,NA,NA,NA,NA,1270.1,485,429,1179,NA,NA,137,315,1087,3.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","NPB","Chiba Lo",2003,140,68,69,3,140,5398,4761,651,1292,283,30,145,68,41,492,0.271,0.337,0.435,NA,NA,NA,NA,1249.1,665,607,1288,NA,NA,144,442,849,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","NPB","Chunichi",2003,140,73,66,1,140,5342,4733,616,1267,205,24,137,57,40,458,0.268,0.33,0.408,NA,NA,NA,NA,1244.2,578,525,1231,NA,NA,137,415,1035,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","NPB","Fukuoka ",2003,140,82,55,3,140,5649,4926,822,1461,276,33,154,147,51,590,0.297,0.369,0.46,NA,NA,NA,NA,1265,588,554,1228,NA,NA,140,526,1126,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","NPB","Hanshin ",2003,140,87,51,2,140,5458,4830,728,1384,242,32,141,115,31,471,0.287,0.348,0.437,NA,NA,NA,NA,1252,538,491,1206,NA,NA,135,435,1108,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","NPB","Hiroshim",2003,140,67,71,2,140,5252,4701,558,1219,200,12,153,80,33,403,0.259,0.316,0.405,NA,NA,NA,NA,1247.1,653,586,1321,NA,NA,186,433,908,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","NPB","Nippon H",2003,140,62,74,4,140,5480,4875,675,1310,245,20,149,90,42,517,0.269,0.338,0.419,NA,NA,NA,NA,1249.1,738,677,1355,NA,NA,188,540,734,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","NPB","Orix Blu",2003,140,48,88,4,140,5417,4837,652,1333,257,18,174,74,55,472,0.276,0.338,0.444,NA,NA,NA,NA,1239.2,927,819,1534,NA,NA,207,596,892,5.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","NPB","Osaka Ki",2003,140,74,64,2,140,5478,4748,718,1302,247,23,187,83,32,585,0.274,0.351,0.454,NA,NA,NA,NA,1244,632,594,1289,NA,NA,157,506,965,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","NPB","Seibu Li",2003,140,77,61,2,140,5409,4770,692,1295,247,29,191,84,48,499,0.271,0.339,0.456,NA,NA,NA,NA,1256.2,660,618,1299,NA,NA,164,545,1026,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","NPB","Yakult S",2003,140,71,66,3,140,5397,4840,683,1369,236,18,159,54,31,400,0.283,0.335,0.438,NA,NA,NA,NA,1251,627,573,1287,NA,NA,176,440,918,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","NPB","Yokohama",2003,140,45,94,1,140,5174,4708,563,1215,192,5,192,68,61,372,0.258,0.311,0.423,NA,NA,NA,NA,1221,725,651,1324,NA,NA,185,407,909,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","NPB","Yomiuri ",2003,140,71,66,3,140,5297,4764,654,1246,182,18,205,71,30,417,0.262,0.319,0.436,NA,NA,NA,NA,1248.1,681,614,1331,NA,NA,168,391,1123,4.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","NPB","Chiba Lo",2004,133,65,65,3,133,5262,4605,649,1218,278,29,143,49,34,539,0.264,0.339,0.431,NA,NA,NA,NA,1205.2,642,589,1272,NA,NA,153,489,878,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","NPB","Chunichi",2004,138,79,56,3,138,5334,4738,623,1299,201,15,111,95,36,462,0.274,0.337,0.393,NA,NA,NA,NA,1241.2,558,533,1265,NA,NA,151,411,1019,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","NPB","Fukuoka ",2004,133,77,52,4,133,5407,4709,743,1369,248,28,184,85,40,585,0.291,0.366,0.472,NA,NA,NA,NA,1196,651,608,1231,NA,NA,146,521,923,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","NPB","Hanshin ",2004,138,66,70,2,138,5384,4794,637,1307,210,21,142,96,25,489,0.273,0.338,0.414,NA,NA,NA,NA,1232.1,610,559,1279,NA,NA,149,465,1112,4.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","NPB","Hiroshim",2004,138,60,77,1,138,5380,4840,662,1335,219,21,187,50,33,438,0.276,0.334,0.446,NA,NA,NA,NA,1233.1,716,651,1355,NA,NA,194,495,1086,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","NPB","Nippon H",2004,133,66,65,2,133,5764,5095,786,1427,265,25,193,48,32,583,0.28,0.352,0.456,NA,NA,NA,NA,1183.1,697,621,1277,NA,NA,159,541,843,4.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","NPB","Orix Blu",2004,123,49,72,2,123,5213,4596,622,1300,254,25,112,90,53,467,0.283,0.347,0.422,NA,NA,NA,NA,1177,807,740,1387,NA,NA,181,598,805,5.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","NPB","Osaka Ki",2004,133,61,70,2,133,5247,4544,630,1221,221,15,121,59,31,554,0.269,0.346,0.404,NA,NA,NA,NA,1196,636,593,1304,NA,NA,144,491,832,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","NPB","Seibu Li",2004,133,74,58,1,133,5270,4604,718,1271,220,25,183,97,34,542,0.276,0.35,0.454,NA,NA,NA,NA,1203,656,573,1213,NA,NA,137,598,965,4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","NPB","Yakult S",2004,138,72,64,2,138,5257,4770,618,1314,181,14,181,42,19,392,0.275,0.329,0.433,NA,NA,NA,NA,1224.1,691,640,1346,NA,NA,203,453,973,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","NPB","Yokohama",2004,138,59,76,3,138,5273,4749,640,1324,193,19,194,46,46,412,0.279,0.335,0.45,NA,NA,NA,NA,1215,666,603,1328,NA,NA,184,420,951,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","NPB","Yomiuri ",2004,138,71,64,3,138,5395,4845,738,1332,219,6,259,25,22,480,0.275,0.339,0.483,NA,NA,NA,NA,1235.1,677,618,1338,NA,NA,193,429,1105,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"796","NPB","Chiba Lo",2005,136,84,49,3,136,5313,4730,740,1336,278,34,143,101,48,488,0.282,0.347,0.446,NA,NA,NA,NA,1231,479,439,1162,NA,NA,131,327,826,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","NPB","Chunichi",2005,146,79,66,1,146,5609,4923,680,1323,232,20,139,101,32,567,0.269,0.342,0.409,NA,NA,NA,NA,1298,628,595,1388,NA,NA,134,469,1028,4.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","NPB","Fukuoka ",2005,136,89,45,2,136,5179,4624,658,1300,225,23,172,72,42,433,0.281,0.34,0.451,NA,NA,NA,NA,1222.1,504,470,1133,NA,NA,107,443,1062,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","NPB","Hanshin ",2005,146,87,54,5,146,5805,5113,731,1401,242,21,140,78,31,571,0.274,0.345,0.412,NA,NA,NA,NA,1326.1,533,478,1283,NA,NA,140,434,1208,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","NPB","Hiroshim",2005,146,58,84,4,146,5556,5004,615,1374,218,8,184,51,32,421,0.275,0.329,0.432,NA,NA,NA,NA,1286.2,779,686,1379,NA,NA,171,599,1041,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","NPB","Nippon H",2005,136,62,71,3,136,5203,4734,605,1203,202,22,165,53,24,393,0.254,0.31,0.411,NA,NA,NA,NA,1222,606,540,1302,NA,NA,136,514,787,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","NPB","Orix Buf",2005,136,62,70,4,136,5166,4616,527,1202,202,17,97,44,26,421,0.26,0.32,0.375,NA,NA,NA,NA,1213.2,587,518,1231,NA,NA,136,411,855,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","NPB","Seibu Li",2005,136,67,69,0,136,5214,4611,604,1240,234,18,162,70,28,489,0.269,0.337,0.433,NA,NA,NA,NA,1202.1,636,571,1233,NA,NA,147,442,1020,4.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","NPB","Tohoku R",2005,136,38,97,1,136,5068,4577,504,1166,209,16,88,41,34,391,0.255,0.312,0.365,NA,NA,NA,NA,1190.1,812,750,1447,NA,NA,153,511,771,5.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","NPB","Yakult S",2005,146,71,73,2,146,5523,5033,591,1389,221,15,128,65,25,362,0.276,0.323,0.402,NA,NA,NA,NA,1293,596,575,1293,NA,NA,151,405,974,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","NPB","Yokohama",2005,146,69,70,7,146,5633,4999,621,1324,227,13,143,37,27,482,0.265,0.328,0.401,NA,NA,NA,NA,1317.1,596,539,1280,NA,NA,159,471,1043,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"807","NPB","Yomiuri ",2005,146,62,80,4,146,5556,4991,617,1300,178,6,186,38,22,462,0.26,0.321,0.41,NA,NA,NA,NA,1301.2,737,694,1427,NA,NA,182,454,1106,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","NPB","Chiba Lo",2006,136,65,70,1,136,5081,4548,502,1147,209,24,111,71,42,436,0.252,0.315,0.382,NA,NA,NA,NA,1208.1,562,507,1214,NA,NA,98,371,929,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","NPB","Chunichi",2006,146,87,54,5,146,5619,4951,669,1338,245,12,139,73,34,484,0.27,0.333,0.409,NA,NA,NA,NA,1317,496,456,1223,NA,NA,111,382,1052,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","NPB","Fukuoka ",2006,136,75,56,5,136,5162,4543,553,1178,211,30,82,71,34,453,0.259,0.324,0.373,NA,NA,NA,NA,1220.2,472,424,1139,NA,NA,95,397,1029,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","NPB","Hanshin ",2006,146,84,58,4,146,5537,4934,597,1316,201,20,133,52,24,468,0.267,0.328,0.396,NA,NA,NA,NA,1301.1,508,454,1219,NA,NA,91,470,1109,3.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","NPB","Hiroshim",2006,146,62,79,5,146,5413,4947,549,1318,173,19,127,54,44,336,0.266,0.311,0.386,NA,NA,NA,NA,1284.2,648,565,1304,NA,NA,171,428,957,3.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","NPB","Nippon H",2006,136,82,54,0,136,5124,4567,567,1227,230,24,135,69,42,383,0.269,0.323,0.418,NA,NA,NA,NA,1220.1,452,414,1144,NA,NA,95,425,818,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","NPB","Orix Buf",2006,136,52,81,3,136,5109,4587,481,1162,195,12,106,51,31,397,0.253,0.311,0.37,NA,NA,NA,NA,1206,570,514,1226,NA,NA,115,457,723,3.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","NPB","Seibu Li",2006,136,80,54,2,136,5303,4652,645,1277,231,28,131,111,46,494,0.275,0.342,0.421,NA,NA,NA,NA,1223,556,495,1177,NA,NA,135,437,1004,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","NPB","Tohoku R",2006,136,47,85,4,136,5137,4577,452,1183,209,16,67,75,44,426,0.258,0.32,0.355,NA,NA,NA,NA,1213.2,651,581,1315,NA,NA,125,500,862,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","NPB","Yakult S",2006,146,70,73,3,146,5576,5005,669,1346,221,13,161,83,28,439,0.269,0.326,0.415,NA,NA,NA,NA,1297,642,567,1346,NA,NA,126,424,1020,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","NPB","Yokohama",2006,146,58,84,4,146,5461,4895,575,1256,226,16,127,51,32,408,0.257,0.311,0.387,NA,NA,NA,NA,1286.2,662,607,1372,NA,NA,156,459,976,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","NPB","Yomiuri ",2006,146,65,79,2,146,5403,4878,552,1226,198,14,134,73,29,404,0.251,0.307,0.38,NA,NA,NA,NA,1288,592,527,1295,NA,NA,135,378,1027,3.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","NPB","Chiba Lo",2007,144,76,61,7,144,5528,4906,629,1287,253,28,107,90,41,486,0.262,0.326,0.391,NA,NA,NA,NA,1297.2,525,470,1318,NA,NA,95,316,872,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","NPB","Chunichi",2007,144,78,64,2,144,5525,4771,623,1245,208,16,121,83,28,577,0.261,0.338,0.387,NA,NA,NA,NA,1280.1,556,510,1230,NA,NA,111,462,1012,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","NPB","Fukuoka ",2007,144,73,66,5,144,5468,4936,575,1317,248,24,106,84,42,390,0.267,0.319,0.391,NA,NA,NA,NA,1292.1,508,457,1162,NA,NA,100,487,1066,3.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","NPB","Hanshin ",2007,144,74,66,4,144,5466,4838,518,1233,173,20,111,46,19,470,0.255,0.319,0.368,NA,NA,NA,NA,1287.2,561,509,1286,NA,NA,97,508,1068,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","NPB","Hiroshim",2007,144,60,82,2,144,5435,4897,557,1287,209,7,132,65,40,413,0.263,0.318,0.389,NA,NA,NA,NA,1280.1,673,600,1354,NA,NA,172,478,868,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","NPB","Nippon H",2007,144,79,60,5,144,5387,4820,526,1247,213,27,73,112,35,389,0.259,0.312,0.36,NA,NA,NA,NA,1287.2,489,461,1132,NA,NA,122,414,889,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","NPB","Orix Buf",2007,144,62,77,5,144,5441,4855,536,1256,208,16,119,41,32,429,0.259,0.317,0.382,NA,NA,NA,NA,1285.2,585,524,1342,NA,NA,105,381,916,3.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827","NPB","Seibu Li",2007,144,66,76,2,144,5419,4797,564,1265,231,18,126,118,38,470,0.264,0.327,0.398,NA,NA,NA,NA,1266.2,585,538,1255,NA,NA,114,474,889,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","NPB","Tohoku R",2007,144,67,75,2,144,5374,4762,575,1250,214,16,111,89,51,472,0.262,0.327,0.384,NA,NA,NA,NA,1272.1,676,609,1368,NA,NA,119,540,1019,4.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","NPB","Yakult S",2007,144,60,84,0,144,5435,4796,596,1289,206,25,139,66,17,457,0.269,0.331,0.409,NA,NA,NA,NA,1257.2,623,569,1254,NA,NA,149,436,960,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","NPB","Yokohama",2007,144,71,72,1,144,5392,4784,569,1268,233,20,124,42,32,429,0.265,0.324,0.4,NA,NA,NA,NA,1264.2,623,564,1318,NA,NA,133,530,1014,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","NPB","Yomiuri ",2007,144,80,63,1,144,5520,4933,692,1361,245,17,191,63,31,453,0.276,0.335,0.449,NA,NA,NA,NA,1288.2,556,513,1286,NA,NA,143,409,1018,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","NPB","Chiba Lo",2008,144,73,70,1,144,5519,4890,662,1309,280,32,127,76,42,515,0.268,0.335,0.416,NA,NA,NA,NA,1277,648,588,1326,NA,NA,114,410,915,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","NPB","Chunichi",2008,144,71,68,5,144,5362,4767,535,1207,215,13,140,51,22,451,0.253,0.316,0.392,NA,NA,NA,NA,1276.1,556,501,1307,NA,NA,114,393,989,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","NPB","Fukuoka ",2008,144,64,77,3,144,5550,5016,556,1330,239,32,99,92,37,395,0.265,0.317,0.385,NA,NA,NA,NA,1295.2,641,583,1295,NA,NA,128,474,1087,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","NPB","Hanshin ",2008,144,82,59,3,144,5510,4802,578,1285,199,29,83,62,29,506,0.268,0.335,0.373,NA,NA,NA,NA,1283.1,521,469,1261,NA,NA,85,445,994,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","NPB","Hiroshim",2008,144,69,70,5,144,5432,4904,537,1330,193,9,100,69,49,381,0.271,0.322,0.375,NA,NA,NA,NA,1281.2,594,538,1286,NA,NA,121,486,897,3.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","NPB","Nippon H",2008,144,73,69,2,144,5364,4726,533,1206,224,27,82,79,40,433,0.255,0.316,0.366,NA,NA,NA,NA,1277.1,541,503,1196,NA,NA,147,446,882,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","NPB","Orix Buf",2008,144,75,68,1,144,5483,4817,637,1261,258,25,152,63,36,501,0.262,0.329,0.42,NA,NA,NA,NA,1281.1,605,560,1320,NA,NA,130,387,923,3.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","NPB","Saitama ",2008,144,76,64,4,144,5548,4952,715,1339,270,21,198,107,46,461,0.27,0.33,0.453,NA,NA,NA,NA,1297,626,556,1324,NA,NA,114,517,944,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","NPB","Tohoku R",2008,144,65,76,3,144,5556,4880,627,1329,232,18,94,101,38,514,0.272,0.34,0.385,NA,NA,NA,NA,1281,607,553,1283,NA,NA,104,520,1064,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","NPB","Yakult S",2008,144,66,74,4,144,5442,4756,583,1264,201,32,83,148,51,480,0.266,0.331,0.374,NA,NA,NA,NA,1273.1,569,530,1260,NA,NA,140,431,880,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","NPB","Yokohama",2008,144,48,94,2,144,5364,4839,552,1285,213,16,145,37,30,363,0.266,0.316,0.406,NA,NA,NA,NA,1253,706,660,1366,NA,NA,168,492,858,4.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","NPB","Yomiuri ",2008,144,84,57,3,144,5391,4850,631,1289,234,12,177,78,38,408,0.266,0.322,0.428,NA,NA,NA,NA,1279.2,532,479,1210,NA,NA,115,407,1115,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","NPB","Chiba Lo",2009,144,62,77,5,144,5591,4885,620,1249,245,26,135,64,50,586,0.256,0.333,0.399,NA,NA,NA,NA,1286,639,604,1370,NA,NA,127,437,976,4.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845","NPB","Chunichi",2009,144,81,62,1,144,5436,4814,605,1243,215,17,136,81,31,483,0.258,0.324,0.395,NA,NA,NA,NA,1289.2,508,454,1176,NA,NA,102,419,994,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
