"","League","Team","Yr","G","W","L","D","G_h1","PA_h1","AB_h1","R_h1","H_h1","X2B_h1","X3B_h1","HR_h1","SB_h1","CS_h1","BBHBP_h1","AVG_h1","OBP_h1","SLG_h1","wOBA_h1","WPA_h1","BABIP_h1","wRC_h1","IP_p1","R_p1","ER_p1","H_p1","X2B_p1","X3B_p1","HR_p1","BBHBP_p1","SO_p1","ERA_p1","FIP_p1","WPA_p1","BABIP_p1","AVG_p1","OBP_p1","SLG_p1","bwRCplus_h","bWAR_h","bFIPplus_p","bWAR_p"
"846","NPB","Fukuoka ",2009,144,74,65,5,144,5477,4811,600,1263,239,30,129,126,48,492,0.263,0.329,0.405,NA,NA,NA,NA,1288,591,528,1207,NA,NA,132,495,1174,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","NPB","Hanshin ",2009,144,67,73,4,144,5438,4826,548,1233,215,25,106,79,33,447,0.255,0.317,0.376,NA,NA,NA,NA,1280.1,534,467,1197,NA,NA,102,492,1037,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"848","NPB","Hiroshim",2009,144,65,75,4,144,5340,4747,528,1163,196,32,101,77,51,443,0.245,0.307,0.364,NA,NA,NA,NA,1280,575,511,1253,NA,NA,117,387,961,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","NPB","Hokkaido",2009,144,82,60,2,144,5625,4920,689,1370,290,27,112,105,33,504,0.278,0.343,0.417,NA,NA,NA,NA,1288.1,550,523,1229,NA,NA,127,496,928,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850","NPB","Orix Buf",2009,144,56,86,2,144,5535,4915,585,1348,257,12,118,67,44,468,0.274,0.335,0.403,NA,NA,NA,NA,1278,715,650,1358,NA,NA,140,491,979,4.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851","NPB","Saitama ",2009,144,70,70,4,144,5555,4933,664,1287,256,25,163,115,44,504,0.261,0.328,0.422,NA,NA,NA,NA,1307,627,582,1299,NA,NA,133,584,987,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852","NPB","Tohoku R",2009,144,77,66,1,144,5518,4846,598,1295,233,21,108,103,41,517,0.267,0.336,0.391,NA,NA,NA,NA,1289.2,609,575,1313,NA,NA,127,517,980,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","NPB","Yakult S",2009,144,71,72,1,144,5394,4771,548,1238,200,18,116,106,39,441,0.259,0.32,0.382,NA,NA,NA,NA,1275.2,606,563,1279,NA,NA,140,476,870,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","NPB","Yokohama",2009,144,51,93,0,144,5252,4720,497,1130,193,19,128,51,32,386,0.239,0.296,0.37,NA,NA,NA,NA,1264.2,685,612,1326,NA,NA,164,485,963,4.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"855","NPB","Yomiuri ",2009,144,89,46,9,144,5549,4991,650,1375,228,17,182,84,41,413,0.275,0.329,0.437,NA,NA,NA,NA,1308,493,427,1187,NA,NA,123,405,1015,2.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856","NPB","Chiba Lo",2010,144,75,67,2,144,5681,4916,708,1350,244,17,126,88,30,609,0.275,0.352,0.408,NA,NA,NA,NA,1288.2,635,587,1307,NA,NA,123,526,989,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"857","NPB","Chunichi",2010,144,79,62,3,144,5441,4753,539,1229,217,21,119,53,25,497,0.259,0.327,0.388,NA,NA,NA,NA,1285.1,521,470,1189,NA,NA,121,477,966,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","NPB","Fukuoka ",2010,144,76,63,5,144,5481,4898,638,1308,222,23,134,148,50,419,0.267,0.323,0.404,NA,NA,NA,NA,1294.1,615,559,1221,NA,NA,99,546,1244,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859","NPB","Hanshin ",2010,144,78,63,3,144,5629,5036,740,1458,238,23,173,71,33,446,0.29,0.345,0.449,NA,NA,NA,NA,1283.1,640,578,1301,NA,NA,138,478,977,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"860","NPB","Hiroshim",2010,144,58,84,2,144,5503,4867,596,1278,222,27,104,119,55,459,0.263,0.324,0.383,NA,NA,NA,NA,1279.2,737,683,1423,NA,NA,171,524,884,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"861","NPB","Hokkaido",2010,144,74,67,3,144,5504,4856,612,1330,229,20,91,102,31,433,0.274,0.331,0.386,NA,NA,NA,NA,1286.1,548,503,1259,NA,NA,121,435,943,3.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"862","NPB","Orix Buf",2010,144,69,71,4,144,5562,4935,644,1337,251,27,146,34,16,494,0.271,0.335,0.421,NA,NA,NA,NA,1280.2,628,565,1328,NA,NA,110,479,1077,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863","NPB","Saitama ",2010,144,78,65,1,144,5576,4858,680,1317,243,20,150,111,35,557,0.271,0.343,0.422,NA,NA,NA,NA,1277.1,642,594,1357,NA,NA,131,452,927,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","NPB","Tohoku R",2010,144,62,79,3,144,5493,4876,576,1290,233,20,95,78,36,479,0.265,0.328,0.379,NA,NA,NA,NA,1279,635,565,1331,NA,NA,129,487,962,3.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"865","NPB","Yakult S",2010,144,72,68,4,144,5581,4857,617,1304,239,18,124,66,29,548,0.268,0.34,0.402,NA,NA,NA,NA,1287,621,551,1312,NA,NA,146,465,1000,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"866","NPB","Yokohama",2010,144,48,95,1,144,5402,4835,521,1234,217,16,117,59,31,418,0.255,0.313,0.379,NA,NA,NA,NA,1267,743,687,1440,NA,NA,176,505,908,4.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"867","NPB","Yomiuri ",2010,144,79,64,1,144,5510,4925,711,1311,224,22,226,96,34,478,0.266,0.329,0.458,NA,NA,NA,NA,1279,617,553,1278,NA,NA,140,463,1027,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"868","NPB","Chiba Lo",2011,144,54,79,11,144,5339,4760,432,1146,178,22,46,101,24,423,0.241,0.301,0.316,NA,NA,NA,NA,1272.1,533,480,1272,NA,NA,76,358,832,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"869","NPB","Chunichi",2011,144,75,59,10,144,5235,4583,419,1044,171,25,82,41,20,465,0.228,0.298,0.33,NA,NA,NA,NA,1282.1,410,351,1093,NA,NA,73,369,891,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"870","NPB","Fukuoka ",2011,144,88,46,10,144,5337,4752,550,1271,216,34,90,180,48,403,0.267,0.323,0.384,NA,NA,NA,NA,1286.2,351,331,987,NA,NA,67,370,1067,2.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","NPB","Hanshin ",2011,144,68,70,6,144,5245,4727,482,1206,176,25,80,62,28,367,0.255,0.307,0.354,NA,NA,NA,NA,1266.1,443,398,1049,NA,NA,64,462,1119,2.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872","NPB","Hiroshim",2011,144,60,76,8,144,5271,4639,439,1136,177,18,52,65,37,416,0.245,0.305,0.324,NA,NA,NA,NA,1270.2,496,454,1160,NA,NA,83,453,990,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873","NPB","Hokkaido",2011,144,72,65,7,144,5284,4736,482,1189,202,18,86,88,29,372,0.251,0.304,0.356,NA,NA,NA,NA,1273.2,418,379,1164,NA,NA,57,385,918,2.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","NPB","Orix Buf",2011,144,69,68,7,144,5316,4727,478,1172,186,15,76,49,30,414,0.248,0.307,0.342,NA,NA,NA,NA,1277,518,472,1194,NA,NA,75,430,1018,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","NPB","Saitama ",2011,144,68,67,9,144,5427,4751,571,1204,191,18,103,88,28,473,0.253,0.318,0.366,NA,NA,NA,NA,1281.1,522,449,1233,NA,NA,81,408,860,3.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"876","NPB","Tohoku R",2011,144,66,71,7,144,5207,4648,432,1140,175,13,53,130,53,367,0.245,0.298,0.323,NA,NA,NA,NA,1273.1,464,403,1179,NA,NA,79,384,982,2.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877","NPB","Yakult S",2011,144,70,59,15,144,5321,4645,484,1132,169,19,85,43,15,476,0.244,0.312,0.343,NA,NA,NA,NA,1267,504,473,1192,NA,NA,93,458,968,3.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878","NPB","Yokohama",2011,144,47,86,11,144,5198,4625,423,1106,173,13,78,31,22,388,0.239,0.296,0.333,NA,NA,NA,NA,1255.2,587,540,1271,NA,NA,117,425,874,3.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","NPB","Yomiuri ",2011,144,71,62,11,144,5242,4716,471,1145,173,14,108,106,40,378,0.243,0.298,0.354,NA,NA,NA,NA,1284.1,417,373,1097,NA,NA,74,440,999,2.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880","NPB","Chiba Lo",2012,144,62,67,15,144,5369,4732,499,1215,208,20,64,64,42,460,0.257,0.32,0.35,NA,NA,NA,NA,1272.2,502,443,1221,NA,NA,84,381,762,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881","NPB","Chunichi",2012,144,75,53,16,144,5320,4714,423,1156,185,11,70,59,33,461,0.245,0.311,0.334,NA,NA,NA,NA,1285.1,405,369,1078,NA,NA,65,372,877,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882","NPB","Fukuoka ",2012,144,67,65,12,144,5256,4734,452,1195,185,32,70,144,48,365,0.252,0.304,0.349,NA,NA,NA,NA,1275.1,429,363,1045,NA,NA,58,472,983,2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883","NPB","Hanshin ",2012,144,55,75,14,144,5305,4717,411,1115,169,17,58,65,36,451,0.236,0.302,0.316,NA,NA,NA,NA,1272.1,438,374,1141,NA,NA,73,434,985,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"884","NPB","Hiroshim",2012,144,61,71,12,144,5246,4614,427,1077,192,13,76,79,39,431,0.233,0.297,0.33,NA,NA,NA,NA,1272.1,454,384,1122,NA,NA,64,467,955,2.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885","NPB","Hokkaido",2012,144,74,59,11,144,5361,4758,510,1220,195,20,90,82,42,416,0.256,0.315,0.363,NA,NA,NA,NA,1279.2,450,411,1176,NA,NA,73,413,868,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"886","NPB","Orix Buf",2012,144,57,77,10,144,5323,4740,443,1142,199,19,73,49,32,420,0.241,0.301,0.337,NA,NA,NA,NA,1278,525,474,1266,NA,NA,70,435,887,3.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","NPB","Saitama ",2012,144,72,63,9,144,5299,4648,516,1168,186,27,78,94,52,459,0.251,0.316,0.353,NA,NA,NA,NA,1274.2,518,459,1244,NA,NA,79,460,816,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"888","NPB","Tohoku R",2012,144,67,67,10,144,5323,4739,491,1192,175,24,52,119,52,399,0.252,0.307,0.332,NA,NA,NA,NA,1278,467,425,1217,NA,NA,69,406,915,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889","NPB","Yakult S",2012,144,68,65,11,144,5359,4693,499,1218,168,18,90,63,31,468,0.26,0.325,0.361,NA,NA,NA,NA,1269.2,514,472,1234,NA,NA,85,493,843,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"890","NPB","Yokohama",2012,144,46,85,13,144,5226,4640,422,1083,164,21,66,61,43,436,0.233,0.298,0.32,NA,NA,NA,NA,1258,571,525,1210,NA,NA,97,534,863,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891","NPB","Yomiuri ",2012,144,86,43,15,144,5419,4742,534,1216,207,18,94,102,33,507,0.256,0.326,0.367,NA,NA,NA,NA,1285.2,354,309,1043,NA,NA,64,406,1021,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892","NPB","Chiba Lo",2013,144,74,68,2,144,5496,4798,572,1257,206,29,91,91,35,520,0.262,0.331,0.374,NA,NA,NA,NA,1283,584,537,1317,NA,NA,96,497,899,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893","NPB","Chunichi",2013,144,64,77,3,144,5486,4844,526,1187,190,15,111,57,31,512,0.245,0.315,0.359,NA,NA,NA,NA,1298,599,550,1297,NA,NA,110,545,916,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894","NPB","Fukuoka ",2013,144,73,69,2,144,5585,4915,660,1348,225,31,125,87,39,494,0.274,0.339,0.409,NA,NA,NA,NA,1286.1,562,509,1168,NA,NA,82,554,985,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"895","NPB","Hanshin ",2013,144,73,67,4,144,5511,4842,531,1236,216,18,82,81,38,526,0.255,0.326,0.358,NA,NA,NA,NA,1296,488,442,1165,NA,NA,114,433,1038,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896","NPB","Hiroshim",2013,144,69,72,3,144,5449,4739,557,1174,203,16,110,112,47,514,0.248,0.319,0.367,NA,NA,NA,NA,1290.2,554,496,1192,NA,NA,114,516,916,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897","NPB","Hokkaido",2013,144,64,78,2,144,5479,4787,534,1227,200,9,105,120,33,512,0.256,0.326,0.368,NA,NA,NA,NA,1276.1,604,530,1284,NA,NA,89,557,824,3.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898","NPB","Orix Buf",2013,144,66,73,5,144,5479,4825,513,1235,216,18,93,84,35,493,0.256,0.323,0.366,NA,NA,NA,NA,1292.1,529,476,1231,NA,NA,89,488,1064,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899","NPB","Saitama ",2013,144,74,66,4,144,5485,4775,570,1226,185,31,86,113,54,546,0.257,0.331,0.363,NA,NA,NA,NA,1290.2,562,508,1223,NA,NA,106,484,984,3.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900","NPB","Tohoku R",2013,144,82,59,3,144,5507,4819,628,1287,208,20,97,62,38,537,0.267,0.338,0.379,NA,NA,NA,NA,1281,537,500,1230,NA,NA,103,480,958,3.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901","NPB","Yakult S",2013,144,57,83,4,144,5542,4826,577,1220,163,16,134,70,25,544,0.253,0.327,0.377,NA,NA,NA,NA,1285.1,682,609,1341,NA,NA,138,537,965,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902","NPB","Yokohama",2013,144,64,79,1,144,5487,4856,630,1271,191,19,132,54,33,469,0.262,0.325,0.39,NA,NA,NA,NA,1279.1,686,640,1340,NA,NA,153,596,931,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"903","NPB","Yomiuri ",2013,144,84,53,7,144,5525,4906,597,1285,215,14,145,90,29,483,0.262,0.326,0.4,NA,NA,NA,NA,1300.2,508,464,1165,NA,NA,117,463,1094,3.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904","NPB","Chiba Lo",2014,144,66,76,2,144,5433,4836,556,1213,260,33,96,64,35,457,0.251,0.314,0.378,NA,NA,NA,NA,1277,642,588,1328,NA,NA,122,501,874,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905","NPB","Chunichi",2014,144,67,73,4,144,5521,4854,570,1250,215,21,87,75,27,501,0.258,0.325,0.364,NA,NA,NA,NA,1293.1,590,530,1213,NA,NA,110,555,970,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"906","NPB","Fukuoka ",2014,144,78,60,6,144,5631,4935,607,1383,227,30,95,124,49,503,0.28,0.344,0.396,NA,NA,NA,NA,1303,522,471,1134,NA,NA,90,523,1077,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907","NPB","Hanshin ",2014,144,75,68,1,144,5507,4823,599,1274,226,15,94,55,37,528,0.264,0.335,0.376,NA,NA,NA,NA,1282,614,553,1240,NA,NA,104,477,1174,3.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"908","NPB","Hiroshim",2014,144,74,68,2,144,5538,4878,649,1326,219,23,153,96,54,500,0.272,0.337,0.42,NA,NA,NA,NA,1283.2,610,540,1298,NA,NA,121,463,933,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"909","NPB","Hokkaido",2014,144,73,68,3,144,5428,4731,593,1188,188,29,119,134,48,499,0.251,0.321,0.379,NA,NA,NA,NA,1288.1,569,517,1220,NA,NA,108,556,1000,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"910","NPB","Orix Buf",2014,144,80,62,2,144,5469,4710,584,1215,211,22,110,126,58,555,0.258,0.334,0.382,NA,NA,NA,NA,1294,468,415,1138,NA,NA,87,458,1127,2.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"911","NPB","Saitama ",2014,144,63,77,4,144,5563,4782,574,1187,221,26,125,74,39,590,0.248,0.329,0.384,NA,NA,NA,NA,1288.1,600,540,1274,NA,NA,105,576,914,3.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912","NPB","Tohoku R",2014,144,64,80,0,144,5455,4768,549,1214,215,18,78,64,44,533,0.255,0.327,0.356,NA,NA,NA,NA,1271,604,561,1283,NA,NA,101,513,1005,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"913","NPB","Yakult S",2014,144,60,81,3,144,5653,5023,667,1401,223,15,139,62,22,478,0.279,0.339,0.412,NA,NA,NA,NA,1283,717,659,1386,NA,NA,161,524,940,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914","NPB","Yokohama",2014,144,67,75,2,144,5464,4833,568,1224,211,27,121,76,24,461,0.253,0.317,0.383,NA,NA,NA,NA,1289.1,624,539,1321,NA,NA,130,503,939,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915","NPB","Yomiuri ",2014,144,82,61,1,144,5480,4862,596,1248,207,7,144,102,30,473,0.257,0.321,0.391,NA,NA,NA,NA,1306.1,552,520,1288,NA,NA,122,429,998,3.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916","NPB","Chiba Lo",2015,143,73,69,1,143,5362,4767,561,1227,203,34,85,71,30,454,0.257,0.32,0.368,NA,NA,NA,NA,1264.2,563,519,1292,NA,NA,101,482,926,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917","NPB","Chunichi",2015,143,62,77,4,143,5413,4835,473,1222,188,19,71,88,33,437,0.253,0.313,0.344,NA,NA,NA,NA,1279,504,453,1169,NA,NA,91,466,966,3.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918","NPB","Fukuoka ",2015,143,90,49,4,143,5559,4852,651,1294,217,22,141,94,48,558,0.267,0.34,0.408,NA,NA,NA,NA,1299.1,491,456,1137,NA,NA,113,478,1129,3.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919","NPB","Hanshin ",2015,143,70,71,2,143,5373,4705,465,1160,192,15,78,48,38,502,0.247,0.317,0.343,NA,NA,NA,NA,1272.1,550,491,1230,NA,NA,94,496,1090,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920","NPB","Hiroshim",2015,143,69,71,3,143,5386,4752,506,1170,201,32,105,80,50,470,0.246,0.312,0.368,NA,NA,NA,NA,1286.1,474,417,1174,NA,NA,74,454,1010,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921","NPB","Hokkaido",2015,143,79,62,2,143,5469,4802,615,1238,205,27,106,134,38,533,0.258,0.33,0.378,NA,NA,NA,NA,1276.2,581,514,1186,NA,NA,101,529,993,3.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922","NPB","Orix Buf",2015,143,61,80,2,143,5380,4725,519,1175,184,16,94,88,54,513,0.249,0.321,0.354,NA,NA,NA,NA,1263.1,548,504,1204,NA,NA,103,526,955,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923","NPB","Saitama ",2015,143,69,69,5,143,5496,4818,631,1265,243,21,136,66,44,544,0.263,0.335,0.406,NA,NA,NA,NA,1265,573,518,1172,NA,NA,104,557,873,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924","NPB","Tohoku R",2015,143,57,83,3,143,5423,4777,463,1150,180,16,85,118,60,506,0.241,0.311,0.338,NA,NA,NA,NA,1287.2,612,547,1302,NA,NA,113,505,1023,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925","NPB","Yakult S",2015,143,76,65,2,143,5422,4817,574,1240,223,16,107,83,29,470,0.257,0.322,0.377,NA,NA,NA,NA,1272.2,518,468,1204,NA,NA,112,477,935,3.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926","NPB","Yokohama",2015,143,62,80,1,143,5328,4763,508,1186,219,18,112,57,36,404,0.249,0.306,0.373,NA,NA,NA,NA,1267.2,598,535,1298,NA,NA,113,493,1003,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927","NPB","Yomiuri ",2015,143,75,67,1,143,5304,4672,489,1137,190,16,98,99,32,486,0.243,0.313,0.354,NA,NA,NA,NA,1271,443,393,1096,NA,NA,99,414,992,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928","NPB","Chiba Lo",2016,143,72,68,3,143,5483,4810,583,1230,216,30,80,77,29,519,0.256,0.326,0.363,NA,NA,NA,NA,1289,582,524,1308,NA,NA,104,471,855,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929","NPB","Chunichi",2016,143,58,82,3,143,5405,4813,500,1180,209,21,89,60,28,456,0.245,0.309,0.353,NA,NA,NA,NA,1281.1,573,519,1222,NA,NA,115,517,980,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930","NPB","Fukuoka ",2016,143,83,54,6,143,5526,4744,637,1240,188,30,114,107,43,594,0.261,0.341,0.386,NA,NA,NA,NA,1291,479,443,1114,NA,NA,126,445,1158,3.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931","NPB","Hanshin ",2016,143,64,76,3,143,5401,4789,506,1171,204,17,90,59,25,486,0.245,0.312,0.351,NA,NA,NA,NA,1274.2,546,479,1139,NA,NA,100,539,1166,3.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932","NPB","Hiroshim",2016,143,89,52,2,143,5581,4914,684,1338,203,35,153,118,52,547,0.272,0.343,0.421,NA,NA,NA,NA,1284,497,457,1194,NA,NA,101,460,966,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933","NPB","Hokkaido",2016,143,87,53,3,143,5550,4795,619,1277,179,13,121,132,39,549,0.266,0.34,0.385,NA,NA,NA,NA,1284,467,436,1129,NA,NA,89,503,1004,3.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934","NPB","Orix Buf",2016,143,57,83,3,143,5382,4747,499,1199,208,12,84,104,50,456,0.253,0.317,0.355,NA,NA,NA,NA,1269.1,635,589,1285,NA,NA,113,556,956,4.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935","NPB","Saitama ",2016,143,64,76,3,143,5536,4881,619,1287,219,19,128,97,37,539,0.264,0.335,0.395,NA,NA,NA,NA,1270.2,618,543,1249,NA,NA,78,600,956,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936","NPB","Tohoku R",2016,143,62,78,3,143,5441,4806,544,1234,170,32,101,56,37,487,0.257,0.324,0.368,NA,NA,NA,NA,1279,654,584,1324,NA,NA,106,511,1026,4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937","NPB","Yakult S",2016,143,64,78,1,143,5509,4828,594,1234,210,20,113,82,24,563,0.256,0.331,0.378,NA,NA,NA,NA,1260.2,694,663,1333,NA,NA,147,551,872,4.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938","NPB","Yokohama",2016,143,69,71,3,143,5364,4838,572,1205,194,21,140,67,34,427,0.249,0.309,0.385,NA,NA,NA,NA,1274,588,532,1253,NA,NA,143,450,1059,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939","NPB","Yomiuri ",2016,143,71,69,3,143,5356,4797,519,1203,217,19,128,62,26,424,0.251,0.31,0.384,NA,NA,NA,NA,1282.1,543,492,1248,NA,NA,119,444,1061,3.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940","NPB","Chiba Lo",2017,143,54,87,2,143,5286,4718,479,1098,215,29,95,78,24,444,0.233,0.297,0.351,NA,NA,NA,NA,1264.2,647,593,1293,NA,NA,143,534,939,4.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941","NPB","Chunichi",2017,143,59,79,5,143,5306,4794,487,1183,190,23,111,77,41,376,0.247,0.3,0.365,NA,NA,NA,NA,1281,623,577,1231,NA,NA,127,560,949,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942","NPB","Fukuoka ",2017,143,94,49,0,143,5382,4671,638,1208,202,32,164,73,47,524,0.259,0.331,0.421,NA,NA,NA,NA,1276.1,483,457,1062,NA,NA,134,503,1203,3.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943","NPB","Hanshin ",2017,143,78,61,4,143,5520,4807,589,1195,213,18,113,70,29,574,0.249,0.327,0.371,NA,NA,NA,NA,1285.2,528,470,1178,NA,NA,92,510,1223,3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944","NPB","Hiroshim",2017,143,88,51,4,143,5592,4872,736,1329,237,23,152,112,40,560,0.273,0.345,0.424,NA,NA,NA,NA,1290.2,540,486,1182,NA,NA,92,502,1035,3.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945","NPB","Hokkaido",2017,143,60,83,0,143,5385,4749,509,1147,189,18,108,86,27,505,0.242,0.313,0.357,NA,NA,NA,NA,1266.2,596,537,1246,NA,NA,147,481,968,3.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946","NPB","Orix Buf",2017,143,63,79,1,143,5411,4770,539,1197,190,23,127,33,23,466,0.251,0.316,0.38,NA,NA,NA,NA,1275.1,598,543,1214,NA,NA,124,466,1015,3.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"947","NPB","Saitama ",2017,143,79,61,3,143,5445,4792,690,1264,236,28,153,129,40,515,0.264,0.332,0.42,NA,NA,NA,NA,1269.2,560,498,1169,NA,NA,125,456,967,3.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","NPB","Tohoku R",2017,143,77,63,3,143,5452,4812,585,1221,214,18,135,42,27,513,0.254,0.324,0.39,NA,NA,NA,NA,1280.2,528,474,1140,NA,NA,115,456,1144,3.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","NPB","Yakult S",2017,143,45,96,2,143,5355,4728,473,1108,166,19,95,50,26,498,0.234,0.306,0.338,NA,NA,NA,NA,1261,653,590,1271,NA,NA,157,476,1011,4.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
