,Yr,Team,RA/G,W,L,WP,ERA,RA9,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W
0,1938,Tokyo Se,4.98,19,20,.487,3.99,5.06,40,40,20,20,7,,354.0,334,199,157,22,196,0,122,10,2,1,1598,1.497,8.5,0.6,5.0,3.1,0.62
0,1938,Nagoya K,5.00,11,29,.275,3.73,5.19,40,40,21,19,1,,347.0,331,200,144,9,214,0,142,5,1,3,1564,1.571,8.6,0.2,5.6,3.7,0.66
0,1937,Osaka Ti,2.82,39,9,.813,2.03,2.77,49,49,22,27,8,,447.2,361,138,101,7,153,0,197,8,0,2,1840,1.148,7.3,0.1,3.1,4.0,1.29
0,1937,Tokyo Ky,3.15,30,18,.625,2.31,3.20,48,48,21,27,8,,425.0,298,151,109,4,160,0,271,7,0,5,1733,1.078,6.3,0.1,3.4,5.7,1.69
0,1937,Eagles21,4.45,28,19,.596,3.26,4.48,49,49,18,31,4,,438.1,399,218,159,12,221,0,172,3,1,3,1928,1.414,8.2,0.2,4.5,3.5,0.78
0,1937,Nagoya K,4.55,23,25,.479,3.40,4.63,49,49,25,24,2,,433.2,380,223,164,13,284,0,180,11,1,14,1965,1.531,7.9,0.3,5.9,3.7,0.63
0,1937,Tokyo Se,4.75,20,27,.426,3.61,4.85,48,48,20,28,5,,423.1,402,228,170,23,213,0,147,8,0,6,1863,1.453,8.5,0.5,4.5,3.1,0.69
0,1937,Hankyu20,4.94,17,29,.370,3.84,5.03,49,49,25,24,1,,433.1,395,242,185,12,233,0,186,23,4,8,1926,1.449,8.2,0.2,4.8,3.9,0.80
0,1937,Nagoya22,5.29,13,33,.283,4.00,5.29,49,49,28,21,4,,441.0,402,259,196,19,275,0,143,13,1,10,1968,1.535,8.2,0.4,5.6,2.9,0.52
0,1937,Lion19.5,5.80,19,29,.396,4.45,5.82,49,49,27,22,1,,439.0,402,284,217,18,314,0,193,15,4,15,2052,1.631,8.2,0.4,6.4,4.0,0.61
0,1936,Tokyo Ky,2.37,18,9,.667,1.40,2.36,27,27,12,15,6,,244.0,154,64,38,1,123,0,182,6,1,2,1013,1.135,5.7,0.0,4.5,6.7,1.48
0,1936,Osaka Ti,2.42,24,6,.800,1.79,2.44,31,31,15,16,6,,277.0,187,75,55,2,107,0,132,5,0,1,1131,1.061,6.1,0.1,3.5,4.3,1.23
0,1936,Hankyu20,2.67,17,12,.586,1.90,2.66,30,30,13,17,5,,270.1,183,80,57,1,113,0,119,4,2,3,1094,1.095,6.1,0.0,3.8,4.0,1.05
0,1936,Tokyo Se,4.93,12,16,.429,3.50,5.04,28,28,19,9,1,,246.2,252,138,96,7,105,0,82,2,0,2,1079,1.447,9.2,0.3,3.8,3.0,0.78
0,1936,Nagoya23,5.12,12,14,.462,3.60,5.32,26,26,13,13,4,,225.0,204,133,90,2,165,0,74,4,0,2,1044,1.640,8.2,0.1,6.6,3.0,0.45
0,1936,Nagoya G,5.39,9,18,.333,3.60,5.66,28,28,18,10,0,,240.0,193,151,96,4,171,0,189,11,0,9,1096,1.517,7.2,0.2,6.4,7.1,1.11
0,1936,Dai Toky,6.79,5,21,.192,4.34,6.99,28,28,13,15,0,,244.2,234,190,118,1,199,0,112,6,1,4,1200,1.770,8.6,0.0,7.3,4.1,0.56
0,1938,Hankyu22,2.77,21,13,.618,2.13,2.79,35,35,16,19,6,,313.0,219,97,74,9,146,0,96,4,0,6,1289,1.166,6.3,0.3,4.2,2.8,0.66
0,1938,Eagles23,3.11,18,15,.545,2.75,3.19,35,35,14,21,8,,307.2,209,109,94,3,204,0,182,1,2,6,1304,1.342,6.1,0.1,6.0,5.3,0.89
0,1938,Osaka Ti,3.11,29,6,.829,2.05,3.14,35,35,18,17,4,,312.0,269,109,71,6,144,0,137,6,1,4,1329,1.324,7.8,0.2,4.2,4.0,0.95
0,1938,Tokyo Ky,3.37,24,11,.686,2.69,3.37,35,35,16,19,6,,315.0,240,118,94,11,137,0,146,9,0,2,1320,1.197,6.9,0.3,3.9,4.2,1.07
0,1938,Nagoya21,4.83,11,24,.314,3.49,5.04,35,35,19,16,0,,302.0,278,169,117,5,179,0,114,5,0,9,1365,1.513,8.3,0.1,5.3,3.4,0.64
0,1938,Tokyo Se,4.97,13,21,.382,3.58,5.11,35,35,19,16,0,,306.2,299,174,122,8,160,0,78,6,0,4,1365,1.497,8.8,0.2,4.7,2.3,0.49
0,1938,Lion21.0,5.29,9,26,.257,3.72,5.50,35,35,13,22,2,,302.2,295,185,125,8,208,0,133,7,0,5,1408,1.662,8.8,0.2,6.2,4.0,0.64
0,1938,Nagoya K,5.71,13,22,.371,4.29,5.84,35,35,19,16,1,,308.1,299,200,147,11,212,0,118,6,0,10,1440,1.657,8.7,0.3,6.2,3.4,0.56
0,1937,Tokyo Ky,2.36,41,13,.759,1.53,2.32,56,56,18,38,12,,511.0,341,132,87,7,174,0,333,5,0,3,2031,1.008,6.0,0.1,3.1,5.9,1.91
0,1937,Osaka Ti,2.88,41,14,.745,1.72,2.88,56,56,34,22,6,,503.1,408,161,96,3,182,0,246,8,0,3,2104,1.172,7.3,0.1,3.3,4.4,1.35
0,1937,Tokyo Se,3.43,30,26,.536,2.55,3.47,56,56,21,35,8,,497.1,397,192,141,6,227,0,218,6,1,4,2105,1.255,7.2,0.1,4.1,3.9,0.96
0,1937,Hankyu20,3.89,28,26,.519,2.81,3.88,56,56,31,25,2,,505.2,411,218,158,9,277,0,207,9,2,11,2196,1.361,7.3,0.2,4.9,3.7,0.75
0,1937,Nagoya K,4.18,25,30,.455,3.03,4.18,56,56,29,27,8,,504.1,407,234,170,2,305,0,193,12,1,11,2234,1.412,7.3,0.0,5.4,3.4,0.63
0,1937,Dai Toky,5.16,21,31,.404,3.01,5.21,56,56,26,30,3,,499.1,456,289,167,4,359,0,203,8,1,5,2317,1.632,8.2,0.1,6.5,3.7,0.57
0,1937,Nagoya23,5.55,21,35,.375,4.14,5.67,56,56,34,22,3,,494.0,474,311,227,4,298,0,145,12,1,11,2231,1.563,8.6,0.1,5.4,2.6,0.49
0,1937,Eagles23,6.09,12,44,.214,3.95,6.30,56,56,20,36,3,,487.0,497,341,214,12,304,0,193,13,2,9,2281,1.645,9.2,0.2,5.6,3.6,0.63
